"10502る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/02/01","20,008","161,884","8.13","8.13","8.07","8.09","-0.03","19",
"105/02/02","77,102","625,245","8.10","8.15","8.10","8.11","+0.02","25",
"105/02/03","40,098","324,392","8.10","8.10","8.02","8.02","-0.09","26",
"105/02/15","25,027","202,756","8.20","8.20","8.06","8.06","+0.04","43",
"105/02/16","37,018","300,084","8.10","8.20","8.01","8.11","+0.05","39",
"105/02/17","55,004","446,542","8.12","8.19","8.09","8.19","+0.08","15",
"105/02/18","96,150","783,153","8.12","8.19","8.11","8.15","-0.04","48",
"105/02/19","83,308","690,876","8.15","8.50","8.15","8.24","+0.09","54",
"105/02/22","75,011","621,799","8.30","8.40","8.22","8.39","+0.15","40",
"105/02/23","461,781","3,879,621","8.30","8.60","8.30","8.55","+0.16","98",
"105/02/24","210,033","1,754,488","8.55","8.55","8.31","8.40","-0.15","76",
"105/02/25","104,020","873,110","8.40","8.41","8.36","8.36","-0.04","40",
"105/02/26","106,010","888,400","8.36","8.41","8.33","8.40","+0.04","55",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

