"10412る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","617,007","5,244,216","8.50","8.55","8.47","8.55","+0.05","73",
"104/12/02","244,012","2,071,896","8.50","8.54","8.47","8.49","-0.06","44",
"104/12/03","223,015","1,903,380","8.46","8.58","8.46","8.57","+0.08","66",
"104/12/04","207,017","1,773,467","8.57","8.62","8.50","8.62","+0.05","75",
"104/12/07","263,300","2,266,319","8.60","8.65","8.57","8.65","+0.03","68",
"104/12/08","529,012","4,547,277","8.65","8.66","8.56","8.66","+0.01","52",
"104/12/09","207,437","1,764,149","8.56","8.65","8.43","8.50","-0.16","54",
"104/12/10","423,788","3,549,777","8.41","8.42","8.27","8.40","-0.10","91",
"104/12/11","69,004","579,162","8.40","8.40","8.35","8.40"," 0.00","19",
"104/12/14","99,008","819,634","8.30","8.38","8.20","8.20","-0.20","49",
"104/12/15","262,007","2,183,386","8.16","8.40","8.16","8.35","+0.15","79",
"104/12/16","118,103","987,599","8.40","8.44","8.35","8.35"," 0.00","28",
"104/12/17","186,632","1,554,163","8.35","8.40","8.30","8.40","+0.05","47",
"104/12/18","203,012","1,699,666","8.50","8.50","8.32","8.40"," 0.00","42",
"104/12/21","95,015","794,380","8.17","8.40","8.17","8.35","-0.05","38",
"104/12/22","177,220","1,476,324","8.29","8.35","8.28","8.33","-0.02","41",
"104/12/23","88,117","732,632","8.35","8.35","8.30","8.34","+0.01","39",
"104/12/24","225,019","1,886,022","8.34","8.49","8.31","8.40","+0.06","61",
"104/12/25","402,003","3,424,834","8.50","8.59","8.42","8.57","+0.17","104",
"104/12/28","571,022","5,028,498","8.58","9.08","8.50","9.08","+0.51","132",
"104/12/29","293,044","2,590,443","9.04","9.04","8.69","8.70","-0.38","142",
"104/12/30","147,494","1,277,374","8.71","8.72","8.61","8.65","-0.05","50",
"104/12/31","217,008","1,853,004","8.70","8.70","8.50","8.51","-0.14","53",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

