"10406る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","81,580","8,491,527","105.50","105.50","103.50","104.00","-0.50","96",
"104/06/02","84,507","8,817,228","104.00","105.00","103.50","104.00"," 0.00","95",
"104/06/03","399,574","42,362,770","105.00","107.00","105.00","105.50","+1.50","313",
"104/06/04","273,300","28,643,050","106.00","106.50","103.00","103.50","-2.00","237",
"104/06/05","168,941","17,466,390","103.50","104.50","103.00","103.00","-0.50","161",
"104/06/08","1,543,379","146,565,190","101.50","102.00","92.80","92.90","-10.10","1,228",
"104/06/09","1,329,311","117,022,041","92.90","93.00","85.50","86.70","-6.20","1,090",
"104/06/10","465,970","41,817,470","87.50","90.90","87.50","90.80","+4.10","442",
"104/06/11","288,474","26,151,836","92.00","92.00","89.30","90.80"," 0.00","244",
"104/06/12","360,150","33,495,670","90.80","93.90","90.80","93.50","+2.70","319",
"104/06/15","148,649","14,061,525","93.50","95.00","93.50","94.50","+1.00","154",
"104/06/16","168,250","15,651,500","94.50","95.40","91.80","93.10","-1.40","172",
"104/06/17","172,356","16,183,564","93.10","94.50","93.00","93.70","+0.60","167",
"104/06/18","117,829","11,146,680","93.90","95.00","93.90","94.80","+1.10","117",
"104/06/22","151,259","14,206,360","95.00","95.00","93.60","93.70","-1.10","139",
"104/06/23","109,117","10,287,806","94.40","94.80","94.00","94.00","+0.30","100",
"104/06/24","68,889","6,503,839","94.70","94.70","94.30","94.30","+0.30","75",
"104/06/25","93,410","8,819,959","94.10","94.90","94.00","94.30"," 0.00","102",
"104/06/26","46,428","4,381,114","94.30","94.80","94.10","94.20","-0.10","59",
"104/06/29","144,600","13,420,018","93.50","93.50","92.40","93.00","-1.20","133",
"104/06/30","589,468","54,892,558","92.50","94.00","92.50","93.10","+0.10","92",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

