"10312る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/12/01","752,036","17,482,778","23.20","23.50","23.10","23.25","-0.65","488",
"103/12/02","1,319,995","30,200,731","23.45","23.45","22.70","22.80","-0.45","844",
"103/12/03","543,904","12,514,977","22.90","23.35","22.65","23.20","+0.40","443",
"103/12/04","455,825","10,669,617","23.25","23.55","23.25","23.45","+0.25","275",
"103/12/05","388,041","9,054,300","23.40","23.50","23.15","23.30","-0.15","316",
"103/12/08","327,683","7,646,609","23.45","23.50","23.20","23.45","+0.15","217",
"103/12/09","349,432","8,209,950","23.10","23.70","23.05","23.65","+0.20","244",
"103/12/10","839,788","19,342,241","23.55","23.55","22.80","23.00","-0.65","573",
"103/12/11","456,217","10,374,445","22.85","22.85","22.60","22.80","-0.20","290",
"103/12/12","784,519","17,870,602","22.80","22.90","22.65","22.70","-0.10","543",
"103/12/15","842,173","18,795,845","22.30","22.50","22.15","22.30","-0.40","529",
"103/12/16","648,316","14,607,115","22.30","22.70","22.20","22.65","+0.35","439",
"103/12/17","1,117,132","24,942,797","22.65","22.65","22.25","22.30","-0.35","742",
"103/12/18","860,314","19,137,851","22.50","22.50","22.10","22.20","-0.10","562",
"103/12/19","734,052","16,506,263","22.40","22.60","22.30","22.60","+0.40","445",
"103/12/22","538,926","12,245,670","22.60","22.85","22.60","22.65","+0.05","308",
"103/12/23","398,839","9,117,947","22.70","23.05","22.70","22.80","+0.15","242",
"103/12/24","693,572","15,991,728","22.80","23.20","22.80","23.20","+0.40","438",
"103/12/25","283,364","6,569,722","23.25","23.30","23.10","23.10","-0.10","165",
"103/12/26","312,810","7,247,382","23.10","23.40","23.00","23.10"," 0.00","220",
"103/12/27","177,982","4,111,078","23.10","23.50","22.90","23.50","+0.40","123",
"103/12/29","1,294,021","30,648,443","23.30","23.90","23.20","23.75","+0.25","835",
"103/12/30","745,676","17,809,187","23.85","24.00","23.75","23.95","+0.20","455",
"103/12/31","3,305,908","80,846,382","23.95","24.70","23.95","24.70","+0.75","1,049",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

