"10002る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/02/08","2,247,223","87,010,601","39.55","39.55","38.45","38.75","-0.15","916",
"100/02/09","5,960,826","223,419,335","38.40","38.50","36.90","36.95","-1.80","2,292",
"100/02/10","3,233,177","120,522,153","36.95","37.65","36.80","36.85","-0.10","1,402",
"100/02/11","3,257,149","119,692,954","36.85","37.50","35.80","36.05","-0.80","1,296",
"100/02/14","2,333,049","84,947,272","36.50","36.60","36.05","36.35","+0.30","991",
"100/02/15","1,409,332","50,928,958","36.35","36.45","35.70","36.05","-0.30","671",
"100/02/16","1,311,950","47,771,086","36.20","36.70","36.20","36.25","+0.20","632",
"100/02/17","2,398,339","88,185,243","36.30","37.35","36.00","37.00","+0.75","1,211",
"100/02/18","2,322,102","86,997,974","37.10","37.80","37.10","37.15","+0.15","1,109",
"100/02/21","1,213,679","45,111,348","37.30","37.45","36.80","37.40","+0.25","474",
"100/02/22","3,374,764","122,442,686","36.75","36.75","36.00","36.15","-1.25","1,323",
"100/02/23","1,460,537","52,584,791","36.00","36.45","35.80","35.80","-0.35","635",
"100/02/24","1,080,117","38,715,941","35.80","36.20","35.70","35.80"," 0.00","615",
"100/02/25","1,588,378","57,189,858","35.80","36.40","35.50","36.05","+0.25","810",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

