"10009る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/09/01","5,967,675","222,030,715","37.80","37.95","36.50","36.80","-0.70","2,654",
"100/09/02","3,646,374","134,169,788","36.80","37.20","36.30","37.00","+0.20","1,668",
"100/09/05","4,670,944","166,507,642","35.90","36.20","35.20","35.50","-1.50","2,297",
"100/09/06","5,258,136","183,469,826","35.00","35.45","34.55","34.55","-0.95","2,749",
"100/09/07","4,675,717","167,262,289","35.20","36.75","35.00","36.20","+1.65","2,478",
"100/09/08","6,929,856","256,526,422","37.00","37.35","36.60","37.10","+0.90","2,569",
"100/09/09","2,590,605","96,088,906","37.50","37.50","36.65","36.90","-0.20","1,353",
"100/09/13","4,654,391","171,566,266","36.50","37.50","36.30","36.70","-0.20","1,943",
"100/09/14","7,598,373","278,901,414","37.00","37.50","35.50","35.60","-1.10","2,992",
"100/09/15","3,924,421","144,317,884","36.15","37.20","36.05","37.20","+1.60","1,498",
"100/09/16","22,867,309","884,189,670","37.70","39.80","37.40","39.80","+2.60","5,849",
"100/09/19","13,887,615","545,796,188","40.80","40.80","38.35","38.55","-1.25","4,824",
"100/09/20","5,805,735","223,855,876","38.65","39.15","37.80","38.70","+0.15","2,675",
"100/09/21","6,159,846","239,920,394","38.95","39.70","38.00","39.00","+0.30","2,779",
"100/09/22","5,098,401","193,745,388","38.30","38.50","37.55","37.55","-1.45","2,388",
"100/09/23","9,890,186","353,204,410","36.20","37.10","34.95","36.30","-1.25","3,763",
"100/09/26","8,373,284","288,587,656","35.80","36.00","33.80","34.00","-2.30","3,061",
"100/09/27","5,756,020","202,069,750","35.00","35.80","34.50","35.15","+1.15","2,608",
"100/09/28","2,617,784","92,267,739","35.15","35.60","35.00","35.15"," 0.00","1,488",
"100/09/29","6,774,331","243,298,766","35.00","36.65","34.60","36.00","+0.85","3,112",
"100/09/30","4,275,111","153,508,744","36.50","36.60","35.35","35.40","-0.60","2,353",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

