"10208る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/08/01","331,561","17,570,113","53.80","53.80","52.70","52.90"," 0.00","210",
"102/08/02","1,089,190","57,333,970","53.20","53.50","52.30","52.80","-0.10","456",
"102/08/05","705,100","37,330,320","53.20","53.20","52.80","53.10","+0.30","403",
"102/08/06","970,200","51,894,000","53.40","53.80","53.00","53.80","+0.70","578",
"102/08/07","657,600","35,172,900","53.80","53.90","53.10","53.50","-0.30","344",
"102/08/08","576,595","30,807,930","53.40","53.70","53.20","53.40","-0.10","307",
"102/08/09","730,413","39,201,319","53.60","53.90","53.40","53.60","+0.20","437",
"102/08/12","1,087,200","57,345,118","53.00","53.00","52.30","52.90","-0.70","595",
"102/08/13","1,374,038","73,373,630","52.90","53.70","52.80","53.50","+0.60","757",
"102/08/14","2,202,045","118,004,221","53.80","53.90","53.40","53.60","+0.10","980",
"102/08/15","1,465,823","73,074,241","49.70","50.10","49.70","49.70","X0.00","790",
"102/08/16","855,365","42,179,917","49.70","49.70","49.10","49.35","-0.35","523",
"102/08/19","596,615","29,314,244","49.40","49.40","48.95","49.10","-0.25","410",
"102/08/20","567,790","27,724,214","49.10","49.10","48.65","48.80","-0.30","365",
"102/08/22","430,150","20,877,407","48.50","48.75","48.30","48.60","-0.20","270",
"102/08/23","520,201","25,273,349","48.80","48.95","48.45","48.60"," 0.00","282",
"102/08/26","267,210","12,945,573","48.60","48.70","48.30","48.35","-0.25","183",
"102/08/27","409,150","19,935,351","48.35","49.05","48.35","48.75","+0.40","321",
"102/08/28","351,000","16,811,200","47.45","48.60","47.45","48.10","-0.65","210",
"102/08/29","195,199","9,433,489","48.60","48.60","48.20","48.45","+0.35","164",
"102/08/30","298,765","14,411,248","48.00","48.50","48.00","48.40","-0.05","214",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

