"10006る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/06/01","288,020","14,193,144","49.80","49.80","49.10","49.45","-0.05","175",
"100/06/02","203,000","9,940,250","49.10","49.20","48.80","49.00","-0.45","129",
"100/06/03","204,100","9,967,500","48.60","49.00","48.60","48.80","-0.20","129",
"100/06/07","166,000","8,139,050","49.30","49.30","48.80","49.00","+0.20","106",
"100/06/08","169,000","8,267,350","49.00","49.30","48.80","49.00"," 0.00","108",
"100/06/09","170,100","8,332,889","49.00","49.20","48.80","49.15","+0.15","91",
"100/06/10","249,281","12,169,178","49.50","49.50","48.50","48.50","-0.65","151",
"100/06/13","275,031","13,230,103","48.00","48.45","47.90","48.20","-0.30","168",
"100/06/14","195,500","9,528,024","49.00","49.00","48.50","48.90","+0.70","112",
"100/06/15","210,010","10,228,090","49.00","49.00","48.50","48.55","-0.35","151",
"100/06/16","287,000","13,746,550","48.20","48.30","47.60","47.65","-0.90","164",
"100/06/17","547,197","26,357,913","47.90","49.05","47.50","49.05","+1.40","296",
"100/06/20","449,740","21,697,073","49.05","49.05","47.50","48.50","-0.55","259",
"100/06/21","503,905","24,015,421","48.80","48.80","47.00","48.45","-0.05","246",
"100/06/22","321,413","15,526,980","48.45","48.75","48.00","48.75","+0.30","167",
"100/06/23","296,034","14,450,910","48.75","49.05","48.20","48.90","+0.15","186",
"100/06/24","267,620","12,959,110","49.00","49.10","48.00","48.00","-0.90","141",
"100/06/27","211,000","10,116,800","48.00","48.50","47.60","47.65","-0.35","133",
"100/06/28","275,000","13,354,100","47.80","49.00","47.70","48.75","+1.10","182",
"100/06/29","368,000","18,082,600","49.10","49.35","48.80","49.30","+0.55","198",
"100/06/30","445,200","22,137,780","49.50","50.30","49.30","49.40","+0.10","254",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

