"10406る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","339,683","2,089,020","6.15","6.17","6.14","6.15"," 0.00","109",
"104/06/02","261,848","1,614,078","6.15","6.18","6.14","6.15"," 0.00","78",
"104/06/03","428,329","2,637,102","6.20","6.20","6.13","6.14","-0.01","159",
"104/06/04","1,252,149","7,648,081","6.12","6.19","6.02","6.10","-0.04","270",
"104/06/05","1,067,437","6,398,119","6.09","6.09","5.94","5.98","-0.12","406",
"104/06/08","792,261","4,631,046","5.98","5.98","5.79","5.79","-0.19","212",
"104/06/09","1,429,704","7,918,374","5.79","5.80","5.30","5.38","-0.41","369",
"104/06/10","675,455","3,690,288","5.38","5.57","5.35","5.52","+0.14","157",
"104/06/11","702,354","3,825,426","5.55","5.56","5.42","5.42","-0.10","198",
"104/06/12","382,543","2,068,091","5.44","5.44","5.39","5.42"," 0.00","161",
"104/06/15","142,824","780,496","5.48","5.48","5.42","5.48","+0.06","83",
"104/06/16","219,162","1,190,324","5.48","5.48","5.40","5.45","-0.03","65",
"104/06/17","550,243","2,988,871","5.45","5.50","5.39","5.39","-0.06","273",
"104/06/18","461,512","2,536,065","5.39","5.54","5.39","5.53","+0.14","154",
"104/06/22","305,999","1,704,482","5.53","5.59","5.53","5.59","+0.06","111",
"104/06/23","418,127","2,343,891","5.60","5.65","5.54","5.59"," 0.00","134",
"104/06/24","373,314","2,083,537","5.61","5.65","5.53","5.60","+0.01","133",
"104/06/25","109,188","612,840","5.60","5.64","5.57","5.60"," 0.00","53",
"104/06/26","177,323","986,355","5.60","5.60","5.54","5.59","-0.01","78",
"104/06/29","181,320","998,189","5.55","5.55","5.47","5.51","-0.08","94",
"104/06/30","340,815","1,877,569","5.54","5.55","5.46","5.53","+0.02","69",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

