"10003る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/03/01","438,100","23,103,690","52.60","53.30","52.00","52.80","+0.30","274",
"100/03/02","509,120","27,076,075","52.80","53.90","52.30","52.80"," 0.00","330",
"100/03/03","339,447","17,971,686","52.90","53.50","52.50","52.90","+0.10","213",
"100/03/04","328,000","17,332,600","53.80","53.80","52.50","52.50","-0.40","176",
"100/03/07","326,020","16,938,108","52.40","52.40","51.70","51.70","-0.80","206",
"100/03/08","280,060","14,463,568","51.10","52.30","51.10","51.80","+0.10","172",
"100/03/09","249,056","12,946,034","52.00","52.50","51.50","52.10","+0.30","171",
"100/03/10","314,023","16,106,907","52.10","52.10","51.00","51.30","-0.80","217",
"100/03/11","687,100","35,013,180","50.50","51.90","50.50","51.40","+0.10","335",
"100/03/14","481,228","24,422,713","50.90","51.40","50.20","50.80","-0.60","292",
"100/03/15","690,000","33,278,400","50.40","50.50","47.25","47.30","-3.50","440",
"100/03/16","756,500","34,786,450","46.90","48.20","44.90","45.90","-1.40","452",
"100/03/17","391,063","17,673,298","45.80","45.90","44.20","45.10","-0.80","280",
"100/03/18","418,042","19,620,152","45.10","48.10","45.10","48.00","+2.90","294",
"100/03/21","364,390","17,705,381","48.00","48.80","47.50","48.80","+0.80","234",
"100/03/22","189,551","9,338,763","49.00","49.50","48.90","49.40","+0.60","142",
"100/03/23","214,437","10,485,437","49.40","49.65","48.55","48.65","-0.75","132",
"100/03/24","209,000","10,208,900","48.80","49.10","48.65","48.70","+0.05","167",
"100/03/25","355,200","17,148,430","49.00","49.00","47.80","48.10","-0.60","232",
"100/03/28","313,009","14,814,390","49.00","49.00","46.95","47.15","-0.95","221",
"100/03/29","298,109","13,951,094","46.65","47.15","46.55","46.95","-0.20","193",
"100/03/30","244,200","11,464,740","47.00","47.10","46.80","46.95"," 0.00","131",
"100/03/31","164,010","7,718,926","47.00","47.30","46.95","47.00","+0.05","126",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

