"10005る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/05/03","512,015","22,569,017","44.40","44.45","43.80","44.30","-0.70","234",
"100/05/04","233,210","10,170,952","44.30","44.30","43.35","44.00","-0.30","158",
"100/05/05","191,020","8,439,238","43.85","44.80","43.60","44.50","+0.50","139",
"100/05/06","391,151","17,661,707","44.80","46.10","44.80","45.30","+0.80","273",
"100/05/09","393,450","18,004,215","46.00","46.30","45.10","45.10","-0.20","227",
"100/05/10","153,101","6,882,414","45.50","45.50","44.60","45.10"," 0.00","101",
"100/05/11","238,275","10,654,937","45.30","45.70","44.30","44.30","-0.80","135",
"100/05/12","235,000","10,468,450","44.10","45.20","44.00","44.60","+0.30","159",
"100/05/13","1,341,689","62,569,857","45.00","47.55","45.00","46.90","+2.30","830",
"100/05/16","1,113,544","53,297,818","47.50","48.50","47.30","47.30","+0.40","680",
"100/05/17","350,100","16,417,250","47.00","47.40","46.50","46.90","-0.40","221",
"100/05/18","514,090","24,447,675","47.35","48.00","46.80","47.80","+0.90","322",
"100/05/19","584,434","27,757,928","48.20","48.40","46.90","46.90","-0.90","346",
"100/05/20","621,052","29,356,388","47.30","47.90","46.55","46.90"," 0.00","383",
"100/05/23","315,000","14,495,400","46.90","46.90","45.65","45.75","-1.15","210",
"100/05/24","500,002","22,462,691","45.10","45.65","44.10","45.15","-0.60","267",
"100/05/25","513,100","23,272,250","46.00","46.00","44.75","44.75","-0.40","278",
"100/05/26","264,100","11,865,130","44.80","45.30","44.80","44.80","+0.05","184",
"100/05/27","832,198","38,717,406","45.00","47.30","45.00","46.90","+2.10","522",
"100/05/30","528,100","24,922,910","47.00","47.80","46.55","46.90"," 0.00","342",
"100/05/31","343,137","16,078,861","47.15","47.40","46.40","46.80","-0.10","221",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

