"10205る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/05/02","1,193,427","8,353,996","6.99","7.02","6.99","7.00","-0.01","385",
"102/05/03","1,723,673","12,065,704","7.02","7.04","6.98","6.98","-0.02","354",
"102/05/06","6,707,341","48,511,319","7.30","7.30","7.16","7.19","+0.21","1,539",
"102/05/07","2,179,308","15,692,042","7.28","7.28","7.17","7.17","-0.02","591",
"102/05/08","3,045,456","21,884,483","7.22","7.24","7.15","7.15","-0.02","709",
"102/05/09","4,819,806","34,768,151","7.20","7.25","7.19","7.24","+0.09","780",
"102/05/10","4,122,847","30,126,547","7.25","7.37","7.24","7.27","+0.03","932",
"102/05/13","12,159,945","93,256,695","7.69","7.77","7.56","7.77","+0.50","2,197",
"102/05/14","20,402,814","164,300,917","8.10","8.13","7.93","8.11","+0.34","3,865",
"102/05/15","7,683,843","61,272,588","8.11","8.11","7.90","7.90","-0.21","1,601",
"102/05/16","8,523,266","68,440,345","7.97","8.08","7.95","8.03","+0.13","1,498",
"102/05/17","18,499,801","153,775,161","8.03","8.49","8.03","8.32","+0.29","3,745",
"102/05/20","5,403,767","44,581,088","8.32","8.33","8.21","8.27","-0.05","1,147",
"102/05/21","7,000,740","58,747,337","8.27","8.47","8.27","8.37","+0.10","1,733",
"102/05/22","8,391,048","70,972,543","8.40","8.50","8.40","8.45","+0.08","1,723",
"102/05/23","8,344,447","69,042,138","8.46","8.46","8.15","8.16","-0.29","1,786",
"102/05/24","4,107,982","33,398,731","8.20","8.24","8.03","8.05","-0.11","1,023",
"102/05/27","3,556,496","29,181,519","8.05","8.28","8.05","8.26","+0.21","800",
"102/05/28","10,693,241","90,122,247","8.30","8.52","8.26","8.40","+0.14","2,088",
"102/05/29","8,302,006","69,959,052","8.40","8.52","8.36","8.38","-0.02","1,559",
"102/05/30","6,332,869","52,825,606","8.31","8.45","8.25","8.31","-0.07","1,280",
"102/05/31","3,928,865","32,704,132","8.35","8.39","8.25","8.28","-0.03","878",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

