"10402る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/02/02","9,417,979","139,302,227","14.90","14.95","14.70","14.75","-0.15","1,943",
"104/02/03","5,543,410","82,797,636","14.80","15.05","14.80","14.90","+0.15","1,542",
"104/02/04","11,505,750","170,592,152","15.00","15.10","14.70","14.75","-0.15","2,629",
"104/02/05","4,765,761","70,399,906","14.80","14.85","14.70","14.80","+0.05","1,218",
"104/02/06","9,897,190","145,025,607","14.80","14.85","14.55","14.60","-0.20","2,391",
"104/02/09","3,141,384","46,226,135","14.60","14.80","14.55","14.70","+0.10","895",
"104/02/10","3,862,463","56,414,408","14.70","14.75","14.50","14.50","-0.20","1,213",
"104/02/11","6,058,066","89,079,077","14.70","14.80","14.60","14.65","+0.15","1,687",
"104/02/12","6,544,309","95,326,938","14.65","14.75","14.50","14.55","-0.10","2,096",
"104/02/13","4,715,132","68,637,657","14.55","14.65","14.50","14.55"," 0.00","1,074",
"104/02/24","10,449,918","153,453,967","14.70","14.85","14.55","14.75","+0.20","2,121",
"104/02/25","6,162,860","90,766,773","14.75","14.85","14.65","14.75"," 0.00","1,334",
"104/02/26","5,094,834","75,048,773","14.75","14.80","14.65","14.75"," 0.00","1,306",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

