"10405る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/05/04","2,839,574","37,286,962","13.20","13.30","13.05","13.05","-0.15","800",
"104/05/05","2,962,759","38,666,937","13.05","13.10","13.00","13.05"," 0.00","829",
"104/05/06","4,015,601","52,502,395","13.05","13.25","12.85","13.20","+0.15","1,363",
"104/05/07","3,053,450","40,295,411","13.20","13.25","13.10","13.20"," 0.00","1,301",
"104/05/08","3,465,666","45,313,278","13.25","13.30","12.95","12.95","-0.25","1,166",
"104/05/11","16,911,471","205,768,067","12.90","12.90","12.05","12.05","-0.90","3,064",
"104/05/12","9,596,334","116,315,599","12.05","12.30","11.95","12.20","+0.15","2,812",
"104/05/13","7,806,345","94,190,948","12.10","12.20","12.00","12.05","-0.15","1,901",
"104/05/14","6,695,307","81,800,500","12.05","12.40","12.00","12.30","+0.25","1,698",
"104/05/15","2,286,182","28,012,415","12.30","12.35","12.20","12.20","-0.10","697",
"104/05/18","3,362,661","41,139,231","12.25","12.40","12.10","12.35","+0.15","1,052",
"104/05/19","5,117,633","63,982,583","12.40","12.65","12.35","12.55","+0.20","1,593",
"104/05/20","3,423,187","42,784,564","12.55","12.60","12.40","12.45","-0.10","921",
"104/05/21","2,947,956","36,255,110","12.40","12.40","12.25","12.25","-0.20","908",
"104/05/22","3,002,748","37,196,931","12.30","12.50","12.30","12.35","+0.10","935",
"104/05/25","1,678,891","20,786,001","12.35","12.50","12.30","12.35"," 0.00","638",
"104/05/26","16,829,508","218,398,169","12.55","13.20","12.50","13.05","+0.70","3,871",
"104/05/27","6,414,125","82,802,647","12.95","13.05","12.75","13.00","-0.05","1,949",
"104/05/28","7,419,907","97,107,221","13.00","13.25","12.90","13.20","+0.20","1,869",
"104/05/29","20,655,468","273,868,234","13.30","13.50","13.00","13.00","-0.20","4,777",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

