"10302る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/02/05","491,904","4,794,323","9.80","9.89","9.65","9.70","-0.20","162",
"103/02/06","484,753","4,740,180","9.70","9.96","9.67","9.71","+0.01","232",
"103/02/07","382,432","3,735,994","9.76","9.85","9.74","9.76","+0.05","133",
"103/02/10","164,002","1,605,090","9.78","9.84","9.75","9.75","-0.01","94",
"103/02/11","191,082","1,865,030","9.72","9.80","9.72","9.76","+0.01","66",
"103/02/12","440,599","4,309,379","9.79","9.81","9.75","9.78","+0.02","156",
"103/02/13","567,472","5,574,623","9.81","9.98","9.73","9.81","+0.03","172",
"103/02/14","422,001","4,149,569","9.83","9.89","9.76","9.80","-0.01","117",
"103/02/17","307,646","3,006,324","9.88","9.88","9.73","9.75","-0.05","153",
"103/02/18","266,000","2,598,470","9.74","9.80","9.74","9.78","+0.03","77",
"103/02/19","292,409","2,851,673","9.80","9.81","9.72","9.73","-0.05","110",
"103/02/20","693,021","6,764,454","9.74","9.82","9.73","9.80","+0.07","174",
"103/02/21","489,005","4,795,585","9.90","9.90","9.75","9.80"," 0.00","148",
"103/02/24","346,014","3,389,330","9.79","9.81","9.78","9.78","-0.02","141",
"103/02/25","348,010","3,404,670","9.81","9.82","9.75","9.79","+0.01","85",
"103/02/26","697,455","6,851,843","9.81","9.86","9.78","9.80","+0.01","176",
"103/02/27","423,008","4,172,370","9.90","9.90","9.82","9.84","+0.04","155",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

