"10308る 1612 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/08/01","612,272","6,489,977","10.55","10.70","10.50","10.70","+0.05","218",
"103/08/04","487,435","5,188,629","10.70","10.75","10.55","10.65","-0.05","142",
"103/08/05","785,043","8,264,023","10.65","10.65","10.40","10.45","-0.20","196",
"103/08/06","1,072,001","11,012,060","10.40","10.45","10.20","10.25","-0.20","267",
"103/08/07","191,003","1,959,830","10.30","10.35","10.20","10.20","-0.05","74",
"103/08/08","1,218,001","12,643,560","10.35","10.50","10.25","10.40","+0.20","316",
"103/08/11","580,005","6,105,605","10.45","10.65","10.35","10.50","+0.10","164",
"103/08/12","380,208","3,998,133","10.65","10.65","10.45","10.50"," 0.00","112",
"103/08/13","508,200","5,360,746","10.65","10.65","10.50","10.60","+0.10","148",
"103/08/14","299,554","3,156,219","10.60","10.60","10.50","10.50","-0.10","131",
"103/08/15","590,995","6,215,545","10.55","10.60","10.45","10.50"," 0.00","205",
"103/08/18","342,635","3,582,650","10.55","10.55","10.40","10.40","-0.10","134",
"103/08/19","253,189","2,646,963","10.40","10.50","10.40","10.45","+0.05","86",
"103/08/20","339,916","3,573,766","10.50","10.60","10.45","10.50","+0.05","115",
"103/08/21","195,053","2,040,943","10.50","10.55","10.40","10.45","-0.05","79",
"103/08/22","644,001","6,805,710","10.50","10.65","10.45","10.55","+0.10","197",
"103/08/25","607,275","6,485,932","10.65","10.75","10.60","10.75","+0.20","211",
"103/08/26","1,171,827","12,827,261","10.80","11.05","10.80","11.00","+0.25","280",
"103/08/27","659,324","7,205,027","11.00","11.00","10.90","10.95","-0.05","187",
"103/08/28","1,005,006","10,895,160","11.00","11.00","10.80","10.85","-0.10","353",
"103/08/29","1,760,003","19,523,033","10.90","11.20","10.90","11.05","+0.20","367",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

