"10104る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/04/02","985,909","8,022,853","8.22","8.23","8.09","8.10","-0.12","283",
"101/04/03","1,331,257","10,565,572","8.10","8.15","7.80","7.90","-0.20","344",
"101/04/05","1,284,912","9,852,984","7.70","7.84","7.60","7.70","-0.20","330",
"101/04/06","2,003,991","15,790,462","7.70","8.00","7.68","7.99","+0.29","498",
"101/04/09","468,803","3,665,380","7.81","7.90","7.75","7.82","-0.17","191",
"101/04/10","742,760","5,868,082","7.81","7.98","7.81","7.90","+0.08","202",
"101/04/11","545,992","4,302,080","7.87","7.95","7.83","7.89","-0.01","157",
"101/04/12","370,945","2,924,867","7.90","7.91","7.83","7.88","-0.01","158",
"101/04/13","1,117,629","8,988,997","8.09","8.10","7.96","8.06","+0.18","301",
"101/04/16","938,478","7,464,642","8.04","8.04","7.92","7.93","-0.13","379",
"101/04/17","930,735","7,274,128","7.96","7.97","7.75","7.77","-0.16","443",
"101/04/18","1,229,738","9,568,891","7.81","7.83","7.73","7.77"," 0.00","446",
"101/04/19","819,038","6,336,518","7.77","7.79","7.68","7.77"," 0.00","213",
"101/04/20","1,433,169","11,008,250","7.71","7.78","7.62","7.68","-0.09","311",
"101/04/23","939,382","7,129,778","7.71","7.74","7.53","7.55","-0.13","397",
"101/04/24","767,253","5,794,228","7.55","7.60","7.52","7.53","-0.02","222",
"101/04/25","495,208","3,765,139","7.67","7.67","7.56","7.62","+0.09","178",
"101/04/26","1,261,683","9,767,415","7.70","7.81","7.66","7.70","+0.08","301",
"101/04/27","655,441","5,060,435","7.72","7.79","7.70","7.70"," 0.00","157",
"101/04/30","809,694","6,312,240","7.72","7.84","7.72","7.81","+0.11","202",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

