"10306る 2312 腳             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/06/03","9,142,805","116,693,650","12.90","12.95","12.65","12.75","-0.05","2,037",
"103/06/04","10,038,547","127,824,872","12.75","12.85","12.65","12.80","+0.05","2,228",
"103/06/05","22,861,943","297,203,659","12.80","13.25","12.75","13.05","+0.25","4,665",
"103/06/06","14,073,096","182,713,415","13.05","13.15","12.80","13.00","-0.05","2,911",
"103/06/09","13,606,293","178,418,896","13.00","13.20","12.95","13.15","+0.15","2,938",
"103/06/10","26,214,864","350,335,373","13.25","13.55","13.20","13.30","+0.15","4,471",
"103/06/11","12,932,912","172,115,256","13.35","13.40","13.20","13.30"," 0.00","2,513",
"103/06/12","42,102,668","574,923,041","13.50","13.85","13.35","13.70","+0.40","7,340",
"103/06/13","21,672,315","298,384,118","13.80","13.90","13.65","13.70"," 0.00","3,631",
"103/06/16","13,651,476","185,181,528","13.75","13.80","13.40","13.50","-0.20","2,337",
"103/06/17","13,077,897","177,514,150","13.55","13.70","13.40","13.70","+0.20","2,541",
"103/06/18","12,006,103","162,528,057","13.75","13.75","13.40","13.40","-0.30","2,875",
"103/06/19","22,932,281","315,865,434","13.50","14.00","13.50","13.95","+0.55","4,083",
"103/06/20","11,734,306","161,152,939","13.90","13.90","13.60","13.70","-0.25","2,043",
"103/06/23","20,498,353","283,314,210","13.70","14.10","13.50","13.90","+0.20","3,540",
"103/06/24","12,039,911","166,939,698","13.90","14.05","13.70","13.90"," 0.00","2,338",
"103/06/25","7,525,810","104,416,689","13.90","14.00","13.70","14.00","+0.10","1,499",
"103/06/26","24,063,028","340,382,392","14.10","14.30","14.00","14.10","+0.10","4,280",
"103/06/27","8,814,854","123,330,845","14.10","14.10","13.90","13.95","-0.15","2,608",
"103/06/30","9,609,791","135,042,664","14.00","14.25","13.90","13.95"," 0.00","1,704",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

