"10207る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/07/01","336,151","17,574,118","52.00","52.80","51.80","52.60","+0.70","220",
"102/07/02","368,352","19,339,514","52.60","53.00","52.10","52.20","-0.40","225",
"102/07/03","485,900","25,227,429","52.30","52.40","51.70","51.70","-0.50","262",
"102/07/04","439,500","22,601,200","51.80","51.90","51.20","51.20","-0.50","222",
"102/07/05","376,100","19,474,860","51.70","52.10","51.30","51.60","+0.40","182",
"102/07/08","326,247","16,851,870","52.10","52.10","51.50","51.50","-0.10","145",
"102/07/09","284,505","14,703,560","51.50","52.00","51.50","51.50"," 0.00","196",
"102/07/10","438,300","22,775,200","52.00","52.30","51.70","51.70","+0.20","279",
"102/07/11","312,407","16,240,564","52.20","52.20","51.80","51.90","+0.20","209",
"102/07/12","427,000","22,221,300","52.10","52.30","51.80","52.20","+0.30","235",
"102/07/15","637,200","33,738,220","52.40","53.20","52.20","53.20","+1.00","360",
"102/07/16","583,706","30,976,004","53.40","53.40","52.60","52.80","-0.40","271",
"102/07/17","702,295","36,875,868","52.80","53.00","52.10","52.30","-0.50","356",
"102/07/18","357,190","18,722,160","52.30","52.80","52.20","52.20","-0.10","162",
"102/07/19","359,400","18,818,800","52.20","52.70","52.10","52.30","+0.10","195",
"102/07/22","288,180","15,143,540","52.50","52.90","52.30","52.30"," 0.00","163",
"102/07/23","589,298","30,912,045","52.50","52.80","52.30","52.70","+0.40","325",
"102/07/24","367,080","19,356,600","53.00","53.00","52.60","52.70"," 0.00","233",
"102/07/25","943,881","50,391,844","52.80","53.80","52.80","53.30","+0.60","528",
"102/07/26","505,457","26,894,256","53.70","53.70","52.90","53.20","-0.10","315",
"102/07/29","590,642","31,457,317","52.80","53.60","52.80","53.20"," 0.00","377",
"102/07/30","599,534","32,239,129","53.60","54.20","53.50","53.80","+0.60","394",
"102/07/31","604,501","32,207,302","53.80","54.00","52.90","52.90","-0.90","346",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

