"10503る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","1,090,907","54,689,652","48.60","51.00","48.60","50.80","+2.55","783",
"105/03/02","915,629","47,022,179","51.80","52.10","50.60","51.00","+0.20","681",
"105/03/03","661,584","33,635,607","51.10","51.50","50.10","51.00"," 0.00","505",
"105/03/04","926,640","47,840,785","51.00","52.00","50.60","51.70","+0.70","738",
"105/03/07","482,261","24,806,163","51.70","51.70","51.10","51.50","-0.20","390",
"105/03/08","654,654","33,258,780","51.70","51.90","50.40","51.00","-0.50","498",
"105/03/09","497,422","25,024,710","50.80","50.80","50.00","50.30","-0.70","366",
"105/03/10","537,397","26,895,098","49.80","50.70","49.70","50.40","+0.10","437",
"105/03/11","334,001","16,877,451","50.40","50.90","50.10","50.90","+0.50","274",
"105/03/14","1,257,306","64,241,989","51.20","51.70","50.20","51.60","+0.70","814",
"105/03/15","3,878,142","205,620,365","52.70","53.50","52.50","53.20","+1.60","2,196",
"105/03/16","2,215,576","119,050,340","53.90","54.20","53.30","53.50","+0.30","1,336",
"105/03/17","1,021,830","54,696,319","53.70","54.10","53.10","53.10","-0.40","645",
"105/03/18","790,073","42,337,442","53.30","53.80","53.20","53.50","+0.40","548",
"105/03/21","1,592,078","86,816,865","53.70","55.40","53.60","55.00","+1.50","1,022",
"105/03/22","820,401","44,762,772","55.10","55.10","54.10","54.70","-0.30","547",
"105/03/23","514,200","27,893,080","54.30","54.90","54.00","54.00","-0.70","348",
"105/03/24","488,000","26,447,200","54.00","54.80","53.80","54.00"," 0.00","317",
"105/03/25","352,100","18,971,750","54.10","54.20","53.60","54.00"," 0.00","238",
"105/03/28","672,000","36,699,000","54.10","55.30","54.10","54.20","+0.20","420",
"105/03/29","776,300","41,467,600","54.30","54.50","53.00","53.10","-1.10","474",
"105/03/30","329,500","17,622,847","53.90","53.90","53.20","53.80","+0.70","239",
"105/03/31","428,060","23,005,700","53.80","54.20","53.30","53.90","+0.10","261",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

