"10507る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/07/01","1,928,648","26,972,221","13.85","14.15","13.85","13.90","+0.15","661",
"105/07/04","1,261,384","17,606,131","13.85","14.10","13.85","14.00","+0.10","420",
"105/07/05","1,040,076","14,411,196","14.00","14.00","13.80","13.85","-0.15","339",
"105/07/06","1,225,103","16,739,602","13.75","13.85","13.60","13.65","-0.20","484",
"105/07/07","1,165,511","15,923,496","13.65","13.75","13.60","13.70","+0.05","356",
"105/07/11","1,060,602","14,590,792","13.85","13.90","13.70","13.80","+0.10","490",
"105/07/12","962,023","13,263,310","13.85","13.95","13.70","13.70","-0.10","502",
"105/07/13","1,714,757","23,328,581","13.70","13.80","13.40","13.75","+0.05","750",
"105/07/14","697,591","9,608,871","13.70","13.80","13.65","13.80","+0.05","357",
"105/07/15","2,909,074","40,917,636","13.90","14.20","13.85","14.10","+0.30","994",
"105/07/18","1,298,929","18,315,956","14.10","14.20","14.05","14.05","-0.05","419",
"105/07/19","2,979,089","42,365,966","14.10","14.45","14.05","14.40","+0.35","998",
"105/07/20","2,575,398","36,503,807","14.40","14.40","14.00","14.20","-0.20","1,027",
"105/07/21","1,140,401","16,207,049","14.25","14.35","14.10","14.15","-0.05","450",
"105/07/22","1,363,436","19,210,604","14.15","14.25","13.95","14.05","-0.10","377",
"105/07/25","1,142,699","15,892,678","14.05","14.10","13.75","13.95","-0.10","335",
"105/07/26","773,755","10,732,761","13.85","13.95","13.80","13.85","-0.10","253",
"105/07/27","1,012,462","13,974,402","13.85","13.90","13.70","13.70","-0.15","372",
"105/07/28","1,527,011","20,932,346","13.75","13.80","13.60","13.70"," 0.00","524",
"105/07/29","1,281,306","17,348,695","13.70","13.70","13.45","13.50","-0.20","420",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

