"10404る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/04/01","698,331","15,528,424","22.50","22.50","22.15","22.15","-0.40","426",
"104/04/02","504,621","11,283,813","22.15","22.45","22.10","22.30","+0.15","345",
"104/04/07","309,338","6,923,982","22.45","22.50","22.30","22.40","+0.10","203",
"104/04/08","697,577","15,475,971","22.50","22.50","22.10","22.15","-0.25","482",
"104/04/09","606,063","13,452,785","22.10","22.40","22.05","22.20","+0.05","367",
"104/04/10","472,816","10,564,541","22.35","22.45","22.25","22.45","+0.25","297",
"104/04/13","353,301","7,913,353","22.45","22.50","22.30","22.40","-0.05","208",
"104/04/14","360,402","8,078,978","22.40","22.50","22.30","22.35","-0.05","186",
"104/04/15","1,752,418","38,633,896","22.20","22.30","21.85","22.10","-0.25","1,112",
"104/04/16","568,035","12,531,914","22.10","22.20","21.95","22.20","+0.10","336",
"104/04/17","337,101","7,454,479","22.05","22.20","22.05","22.20"," 0.00","230",
"104/04/20","312,687","6,928,227","22.20","22.30","22.00","22.20"," 0.00","207",
"104/04/21","556,383","12,250,850","22.20","22.20","21.90","22.00","-0.20","324",
"104/04/22","779,294","17,146,371","22.05","22.20","21.85","22.00"," 0.00","497",
"104/04/23","2,187,990","47,907,308","22.10","22.25","21.70","21.85","-0.15","1,274",
"104/04/24","3,006,101","66,354,429","21.85","22.50","21.80","21.85"," 0.00","1,617",
"104/04/27","2,031,193","45,493,394","21.90","22.55","21.90","22.45","+0.60","1,158",
"104/04/28","1,822,970","40,236,035","22.45","22.45","21.90","22.00","-0.45","1,047",
"104/04/29","1,973,084","43,485,473","21.90","22.25","21.90","22.00"," 0.00","1,163",
"104/04/30","1,567,811","34,496,855","22.20","22.25","21.90","22.00"," 0.00","874",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

