"10103る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/03/01","3,146,436","133,049,930","42.00","42.60","41.85","42.60","+0.75","1,435",
"101/03/02","3,014,525","128,916,252","42.90","43.00","42.60","42.60"," 0.00","1,342",
"101/03/03","2,052,646","87,166,284","42.60","42.90","42.25","42.30","-0.30","926",
"101/03/05","2,998,550","125,605,607","42.50","42.50","41.50","41.50","-0.80","1,209",
"101/03/06","3,552,742","143,594,919","41.50","41.60","39.70","40.50","-1.00","1,761",
"101/03/07","1,680,625","67,770,443","39.65","41.00","39.55","40.80","+0.30","883",
"101/03/08","1,845,942","75,575,417","41.00","41.20","40.70","40.85","+0.05","921",
"101/03/09","4,195,927","174,796,059","41.10","42.20","41.00","41.80","+0.95","2,049",
"101/03/12","2,305,696","94,763,883","41.50","41.80","40.60","40.60","-1.20","1,289",
"101/03/13","1,381,338","56,417,238","40.90","41.15","40.60","40.85","+0.25","802",
"101/03/14","2,170,328","90,030,602","41.35","41.85","41.25","41.25","+0.40","1,042",
"101/03/15","3,781,517","158,834,405","41.70","42.30","41.60","41.80","+0.55","1,914",
"101/03/16","1,917,053","80,080,956","42.00","42.10","41.60","41.75","-0.05","889",
"101/03/19","1,705,404","70,388,139","41.75","41.90","40.90","41.20","-0.55","836",
"101/03/20","1,831,256","75,970,043","41.40","41.75","41.20","41.40","+0.20","880",
"101/03/21","2,565,600","107,016,216","41.40","42.00","41.20","41.75","+0.35","1,180",
"101/03/22","7,946,985","338,696,046","41.75","42.90","41.75","42.90","+1.15","3,165",
"101/03/23","14,220,340","617,679,955","43.10","43.75","43.10","43.40","+0.50","5,931",
"101/03/26","4,143,528","179,785,707","43.50","43.75","43.15","43.25","-0.15","2,149",
"101/03/27","4,529,868","194,188,202","43.50","43.50","42.50","42.65","-0.60","2,158",
"101/03/28","6,029,016","260,527,582","42.90","43.60","42.65","43.00","+0.35","2,715",
"101/03/29","5,685,445","238,636,140","43.00","43.20","40.65","41.80","-1.20","2,942",
"101/03/30","3,421,913","143,416,096","41.80","42.25","41.00","41.95","+0.15","1,791",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

