"10506る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/06/01","512,002","5,136,660","10.00","10.10","9.93","10.00","+0.01","187",
"105/06/02","386,357","3,854,215","10.00","10.00","9.92","9.93","-0.07","140",
"105/06/03","164,267","1,635,390","10.00","10.00","9.92","9.92","-0.01","88",
"105/06/04","226,270","2,254,390","9.93","10.10","9.90","9.90","-0.02","72",
"105/06/06","504,801","4,939,976","9.96","9.99","9.71","9.75","-0.15","171",
"105/06/07","407,008","3,995,904","9.85","9.90","9.73","9.75"," 0.00","211",
"105/06/08","263,212","2,592,450","9.85","9.90","9.77","9.88","+0.13","138",
"105/06/13","902,015","8,587,879","9.75","9.75","9.45","9.45","-0.43","258",
"105/06/14","251,004","2,399,268","9.46","9.65","9.46","9.58","+0.13","144",
"105/06/15","303,921","2,896,701","9.63","9.63","9.48","9.57","-0.01","159",
"105/06/16","264,272","2,524,125","9.54","9.62","9.48","9.50","-0.07","131",
"105/06/17","433,958","4,126,330","9.60","9.60","9.46","9.50"," 0.00","180",
"105/06/20","316,695","3,015,629","9.55","9.60","9.46","9.49","-0.01","173",
"105/06/21","201,376","1,923,803","9.53","9.59","9.49","9.57","+0.08","93",
"105/06/22","550,380","5,213,553","9.57","9.57","9.44","9.45","-0.12","248",
"105/06/23","231,987","2,197,763","9.46","9.54","9.41","9.41","-0.04","117",
"105/06/24","541,781","5,014,485","9.43","9.43","9.01","9.07","-0.34","255",
"105/06/27","447,571","4,091,094","9.13","9.28","9.09","9.09","+0.02","192",
"105/06/28","554,712","5,143,957","9.12","9.41","9.09","9.23","+0.14","209",
"105/06/29","444,046","4,125,597","9.27","9.34","9.25","9.30","+0.07","145",
"105/06/30","416,974","3,890,586","9.30","9.39","9.30","9.31","+0.01","179",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

