"10312る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/12/01","2,295,223","29,568,358","12.50","13.10","12.40","12.95"," 0.00","619",
"103/12/02","2,932,488","38,380,539","13.00","13.30","12.85","13.20","+0.25","1,006",
"103/12/03","4,437,046","59,646,906","13.20","13.60","13.20","13.50","+0.30","1,014",
"103/12/04","2,454,257","32,933,842","13.55","13.55","13.25","13.45","-0.05","682",
"103/12/05","2,550,815","34,348,623","13.45","13.55","13.40","13.45"," 0.00","774",
"103/12/08","4,474,914","61,054,890","13.55","13.80","13.45","13.50","+0.05","1,071",
"103/12/09","1,816,638","24,555,490","13.50","13.60","13.45","13.50"," 0.00","565",
"103/12/10","2,924,677","39,402,335","13.50","13.60","13.35","13.60","+0.10","862",
"103/12/11","2,914,490","39,618,084","13.55","13.75","13.40","13.65","+0.05","776",
"103/12/12","3,112,699","42,747,169","13.65","13.85","13.60","13.75","+0.10","828",
"103/12/15","1,981,748","27,158,739","13.65","13.75","13.65","13.75"," 0.00","560",
"103/12/16","3,101,944","42,860,471","13.75","13.90","13.70","13.75"," 0.00","884",
"103/12/17","2,673,423","36,816,917","13.75","13.85","13.65","13.75"," 0.00","672",
"103/12/18","6,063,940","84,501,941","13.85","14.30","13.70","14.30","+0.55","1,514",
"103/12/19","24,544,652","346,228,398","14.40","14.45","13.30","13.60","-0.70","3,365",
"103/12/22","3,061,539","41,956,902","13.50","13.85","13.50","13.85","+0.25","768",
"103/12/23","5,544,064","78,891,596","14.15","14.35","13.95","14.20","+0.35","1,664",
"103/12/24","7,268,130","106,967,410","14.30","14.90","14.20","14.80","+0.60","2,154",
"103/12/25","3,285,073","48,182,645","14.80","14.95","14.50","14.50","-0.30","908",
"103/12/26","2,593,190","37,829,355","14.70","14.75","14.50","14.55","+0.05","635",
"103/12/27","1,634,431","23,909,195","14.65","14.75","14.55","14.55"," 0.00","482",
"103/12/29","2,432,092","35,507,576","14.55","14.80","14.45","14.50","-0.05","657",
"103/12/30","4,370,178","63,384,714","14.50","14.60","14.45","14.50"," 0.00","777",
"103/12/31","3,086,917","44,901,833","14.55","14.70","14.35","14.60","+0.10","587",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

