"10401る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","5,701,112","86,344,186","14.60","15.45","14.60","15.25","+0.65","1,667",
"104/01/06","4,656,210","71,262,789","15.10","15.70","14.90","15.30","+0.05","1,533",
"104/01/07","13,885,630","224,848,123","15.30","16.35","15.30","16.35","+1.05","3,326",
"104/01/08","16,710,997","285,631,978","16.65","17.40","16.50","17.20","+0.85","4,374",
"104/01/09","7,190,051","121,986,292","17.35","17.45","16.65","16.90","-0.30","2,462",
"104/01/12","8,490,564","145,548,720","16.85","17.55","16.80","17.00","+0.10","2,608",
"104/01/13","6,510,607","108,764,143","17.00","17.20","16.40","16.45","-0.55","1,890",
"104/01/14","4,073,098","68,217,369","16.50","17.05","16.50","16.65","+0.20","1,337",
"104/01/15","4,881,162","79,872,176","16.65","16.85","16.15","16.30","-0.35","1,422",
"104/01/16","6,420,576","103,505,728","16.40","16.60","15.85","16.00","-0.30","1,832",
"104/01/19","4,013,817","65,456,322","16.20","16.60","16.00","16.05","+0.05","1,176",
"104/01/20","4,782,663","77,962,366","16.20","16.65","15.90","16.65","+0.60","1,371",
"104/01/21","9,598,097","151,254,698","16.60","16.60","15.50","15.60","-1.05","3,041",
"104/01/22","3,595,040","56,221,214","15.60","15.85","15.40","15.55","-0.05","1,390",
"104/01/23","3,828,670","59,176,426","15.65","15.80","15.20","15.30","-0.25","1,228",
"104/01/26","5,510,671","86,450,127","15.30","16.00","15.20","15.85","+0.55","1,819",
"104/01/27","3,345,682","52,715,248","15.85","16.05","15.55","15.60","-0.25","1,266",
"104/01/28","1,763,161","27,313,493","15.50","15.65","15.40","15.55","-0.05","771",
"104/01/29","1,267,155","19,640,753","15.55","15.65","15.40","15.65","+0.10","545",
"104/01/30","4,869,973","73,408,438","15.60","15.60","14.80","14.95","-0.70","1,514",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

