"10011る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/11/01","259,013","6,554,582","25.35","25.60","25.15","25.30","-0.05","165",
"100/11/02","172,500","4,339,000","25.00","25.45","25.00","25.40","+0.10","110",
"100/11/03","167,247","4,218,498","25.50","25.50","25.05","25.10","-0.30","111",
"100/11/04","272,600","6,977,160","25.30","25.80","25.30","25.65","+0.55","187",
"100/11/07","187,701","4,820,905","25.60","25.90","25.45","25.80","+0.15","121",
"100/11/08","693,322","18,200,100","26.10","26.80","25.60","26.45","+0.65","327",
"100/11/09","4,050,921","113,081,724","26.80","28.30","26.75","28.30","+1.85","1,792",
"100/11/10","1,575,277","43,118,356","27.80","28.00","26.85","27.40","-0.90","802",
"100/11/11","967,003","26,686,583","27.60","28.10","26.90","27.75","+0.35","541",
"100/11/14","864,630","24,182,298","28.50","28.70","27.30","27.30","-0.45","476",
"100/11/15","1,178,194","33,051,093","27.30","28.65","27.30","27.95","+0.65","628",
"100/11/16","1,175,000","32,900,750","28.10","28.40","27.40","28.10","+0.15","595",
"100/11/17","609,650","16,979,170","28.10","28.30","27.60","27.70","-0.40","318",
"100/11/18","2,823,749","80,484,330","27.50","29.00","27.50","28.50","+0.80","1,556",
"100/11/21","2,495,456","71,739,125","28.90","29.60","27.80","28.00","-0.50","1,289",
"100/11/22","2,010,263","54,684,099","28.20","28.60","26.05","26.05","-1.95","1,065",
"100/11/23","1,096,081","26,857,714","25.80","25.80","24.25","24.25","-1.80","557",
"100/11/24","1,554,370","35,930,438","22.60","24.30","22.60","23.25","-1.00","734",
"100/11/25","775,460","17,608,350","23.85","23.85","22.10","22.30","-0.95","421",
"100/11/28","404,055","9,121,904","22.55","22.90","22.30","22.50","+0.20","227",
"100/11/29","606,662","14,058,973","22.80","23.50","22.80","23.40","+0.90","336",
"100/11/30","408,011","9,244,697","23.40","23.50","22.00","22.10","-1.30","235",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

