"10110る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/10/01","381,100","14,244,180","37.20","37.60","37.20","37.25","+0.05","229",
"101/10/02","443,200","16,668,780","37.90","37.90","37.40","37.70","+0.45","237",
"101/10/03","2,526,577","97,173,260","38.20","38.70","37.75","38.10","+0.40","1,130",
"101/10/04","752,000","28,253,350","38.20","38.20","37.25","37.40","-0.70","460",
"101/10/05","770,835","28,827,414","37.35","37.90","37.10","37.10","-0.30","463",
"101/10/08","1,903,020","67,042,368","37.10","37.40","34.65","34.70","-2.40","991",
"101/10/09","2,055,317","67,282,402","34.55","34.60","32.30","32.40","-2.30","1,134",
"101/10/11","983,382","31,319,380","31.50","32.40","31.05","32.15","-0.25","558",
"101/10/12","562,878","18,206,927","32.00","32.70","32.00","32.30","+0.15","344",
"101/10/15","714,000","23,012,800","32.50","32.65","31.80","32.30"," 0.00","391",
"101/10/16","663,100","21,709,184","33.00","33.00","32.40","32.90","+0.60","387",
"101/10/17","754,020","24,937,830","33.10","33.50","32.70","33.50","+0.60","438",
"101/10/18","1,639,500","55,810,850","33.70","34.35","33.65","33.95","+0.45","1,071",
"101/10/19","674,000","22,416,400","33.85","33.85","33.00","33.00","-0.95","489",
"101/10/22","749,048","24,174,045","31.85","32.95","31.80","32.50","-0.50","491",
"101/10/23","614,663","19,918,266","32.50","32.70","32.15","32.20","-0.30","377",
"101/10/24","408,000","13,148,700","31.90","32.50","31.60","32.20"," 0.00","246",
"101/10/25","680,000","21,866,550","32.25","32.50","31.55","31.55","-0.65","526",
"101/10/26","1,337,000","41,651,150","31.90","32.50","29.40","30.30","-1.25","770",
"101/10/29","1,203,051","35,707,429","30.50","30.70","28.60","28.75","-1.55","605",
"101/10/30","1,000,000","29,386,600","29.10","29.60","29.10","29.50","+0.75","586",
"101/10/31","1,820,612","52,309,248","30.00","30.00","28.30","28.30","-1.20","1,034",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

