"10311る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/11/03","432,000","11,615,450","26.75","27.20","26.50","26.90","+0.25","284",
"103/11/04","286,000","7,621,750","26.85","26.95","26.40","26.45","-0.45","202",
"103/11/05","249,000","6,642,050","26.60","26.90","26.45","26.80","+0.35","189",
"103/11/06","502,000","13,560,150","27.20","27.30","26.55","26.55","-0.25","333",
"103/11/07","346,000","9,167,750","26.45","26.65","26.40","26.50","-0.05","249",
"103/11/10","345,100","9,133,810","26.50","26.70","26.15","26.45","-0.05","215",
"103/11/11","255,000","6,728,200","26.60","26.60","26.25","26.45"," 0.00","150",
"103/11/12","293,150","7,597,104","26.20","26.45","25.65","25.65","-0.80","209",
"103/11/13","222,489","5,731,368","25.85","25.95","25.65","25.70","+0.05","156",
"103/11/14","273,000","7,027,300","25.70","26.05","25.50","25.75","+0.05","170",
"103/11/17","277,100","7,052,729","25.85","25.95","25.30","25.30","-0.45","196",
"103/11/18","453,869","11,180,227","25.30","25.55","24.05","24.20","-1.10","322",
"103/11/19","419,545","10,368,898","24.80","25.00","24.30","24.50","+0.30","292",
"103/11/20","320,050","8,075,515","24.50","25.50","24.50","25.35","+0.85","220",
"103/11/21","274,000","6,957,350","25.20","25.65","25.20","25.20","-0.15","169",
"103/11/24","244,438","6,226,784","25.40","25.60","25.35","25.40","+0.20","146",
"103/11/25","202,010","5,154,805","25.60","25.60","25.40","25.50","+0.10","128",
"103/11/26","216,150","5,561,482","25.30","25.95","25.30","25.70","+0.20","170",
"103/11/27","995,380","26,080,982","25.85","26.90","25.70","26.40","+0.70","522",
"103/11/28","525,000","13,763,200","26.60","26.60","26.00","26.30","-0.10","272",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

