"10109る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/09/03","1,187,493","59,610,146","50.50","50.50","49.85","50.20","+0.35","691",
"101/09/04","2,230,081","113,431,496","50.60","51.40","50.10","50.80","+0.60","1,244",
"101/09/05","700,259","35,300,798","50.50","50.70","50.00","50.00","-0.80","409",
"101/09/06","998,345","49,634,358","50.00","50.60","49.20","49.60","-0.40","543",
"101/09/07","647,325","32,401,334","50.30","50.50","49.70","50.00","+0.40","365",
"101/09/10","416,322","20,696,042","49.70","50.00","49.45","49.45","-0.55","255",
"101/09/11","722,300","35,724,940","49.40","49.90","49.10","49.50","+0.05","396",
"101/09/12","539,200","26,830,159","50.20","50.20","49.55","49.55","+0.05","339",
"101/09/13","735,739","36,414,986","49.65","49.90","49.30","49.30","-0.25","454",
"101/09/14","1,405,199","68,802,580","49.80","49.80","48.65","49.05","-0.25","784",
"101/09/17","3,761,972","190,533,164","49.70","51.20","49.70","51.10","+2.05","1,837",
"101/09/18","5,000,349","261,841,676","51.30","53.50","51.30","51.80","+0.70","2,622",
"101/09/19","1,587,089","81,938,228","51.90","52.20","51.20","51.50","-0.30","847",
"101/09/20","1,485,216","76,218,924","51.50","52.30","51.00","51.00","-0.50","705",
"101/09/21","943,282","48,075,894","51.00","51.50","50.50","51.40","+0.40","498",
"101/09/24","925,370","46,990,701","51.50","51.50","50.50","50.80","-0.60","582",
"101/09/25","1,246,351","63,779,428","50.80","51.60","50.70","51.10","+0.30","608",
"101/09/26","958,888","48,948,408","51.00","51.50","50.50","50.80","-0.30","480",
"101/09/27","3,979,052","207,989,518","50.90","53.00","50.90","52.50","+1.70","1,830",
"101/09/28","3,638,819","193,577,470","52.70","53.90","52.20","53.00","+0.50","1,849",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

