"10411る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","227,000","11,634,300","50.60","51.70","50.60","51.50","+0.50","167",
"104/11/03","255,667","13,238,484","51.60","52.00","51.50","52.00","+0.50","188",
"104/11/04","497,737","25,894,292","52.30","52.50","51.80","52.50","+0.50","400",
"104/11/05","215,634","11,284,247","52.70","52.70","52.20","52.40","-0.10","163",
"104/11/06","766,777","40,684,159","52.40","53.70","52.40","52.50","+0.10","507",
"104/11/09","1,293,193","69,345,160","53.20","54.70","53.00","53.80","+1.30","797",
"104/11/10","850,090","44,571,970","53.30","53.50","51.70","52.00","-1.80","538",
"104/11/11","611,565","31,314,597","51.70","52.10","50.80","51.30","-0.70","444",
"104/11/12","366,700","18,704,400","51.30","51.80","50.60","51.30"," 0.00","272",
"104/11/13","547,297","27,561,497","50.80","51.10","49.80","50.10","-1.20","358",
"104/11/16","305,250","15,123,725","50.00","50.00","49.00","50.00","-0.10","227",
"104/11/17","498,005","25,425,760","50.60","51.40","50.30","50.80","+0.80","376",
"104/11/18","315,000","16,016,900","50.90","51.10","50.70","50.80"," 0.00","228",
"104/11/19","295,443","15,217,667","51.50","51.80","51.30","51.60","+0.80","246",
"104/11/20","423,109","22,003,055","51.60","52.30","51.60","52.30","+0.70","302",
"104/11/23","779,643","41,508,779","53.20","53.60","52.90","52.90","+0.60","527",
"104/11/24","333,057","17,450,715","52.90","52.90","52.00","52.00","-0.90","251",
"104/11/25","309,100","15,877,680","52.00","52.20","51.00","51.30","-0.70","222",
"104/11/26","313,500","16,118,750","51.80","51.80","51.10","51.20","-0.10","248",
"104/11/27","228,085","11,722,845","51.50","51.70","51.10","51.40","+0.20","163",
"104/11/30","251,053","12,706,803","51.20","51.20","50.40","50.40","-1.00","196",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

