"10003る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/03/01","812,748","6,930,899","8.52","8.57","8.51","8.53","+0.05","351",
"100/03/02","652,324","5,543,612","8.49","8.57","8.41","8.53"," 0.00","194",
"100/03/03","944,781","8,108,462","8.58","8.62","8.55","8.61","+0.08","240",
"100/03/04","1,158,729","9,994,233","8.64","8.65","8.56","8.59","-0.02","197",
"100/03/07","409,084","3,491,671","8.60","8.60","8.50","8.52","-0.07","126",
"100/03/08","324,470","2,770,716","8.56","8.58","8.52","8.53","+0.01","104",
"100/03/09","559,245","4,766,781","8.59","8.59","8.46","8.46","-0.07","170",
"100/03/10","643,142","5,450,330","8.46","8.50","8.43","8.47","+0.01","160",
"100/03/11","615,373","5,173,178","8.43","8.47","8.38","8.40","-0.07","183",
"100/03/14","1,179,737","9,795,896","8.41","8.46","8.23","8.25","-0.15","295",
"100/03/15","3,234,021","25,447,611","8.30","8.33","7.68","7.84","-0.41","556",
"100/03/16","1,333,359","10,569,920","7.98","7.98","7.90","7.92","+0.08","460",
"100/03/17","1,185,503","9,085,619","7.37","7.85","7.37","7.80","-0.12","286",
"100/03/18","1,115,709","8,826,500","7.88","7.98","7.78","7.94","+0.14","242",
"100/03/21","1,084,250","8,760,175","8.02","8.13","7.95","8.13","+0.19","243",
"100/03/22","742,113","6,046,239","8.13","8.19","8.12","8.13"," 0.00","184",
"100/03/23","570,515","4,646,654","8.13","8.18","8.11","8.18","+0.05","160",
"100/03/24","712,620","5,864,342","8.23","8.27","8.18","8.23","+0.05","198",
"100/03/25","479,844","3,930,360","8.24","8.27","8.17","8.17","-0.06","152",
"100/03/28","1,247,373","10,321,301","8.29","8.33","8.18","8.20","+0.03","314",
"100/03/29","755,055","6,210,667","8.25","8.28","8.20","8.20"," 0.00","179",
"100/03/30","884,229","7,261,790","8.20","8.25","8.19","8.25","+0.05","222",
"100/03/31","508,284","4,187,274","8.25","8.27","8.20","8.27","+0.02","205",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

