"10112る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/12/03","1,019,316","161,087,582","153.00","159.50","153.00","159.50","+5.50","760",
"101/12/04","774,647","124,080,520","158.00","161.00","158.00","160.50","+1.00","681",
"101/12/05","842,071","137,694,644","160.00","165.00","160.00","165.00","+4.50","667",
"101/12/06","778,299","125,588,750","164.50","165.00","160.00","161.00","-4.00","538",
"101/12/07","348,664","56,170,740","160.00","162.50","160.00","160.50","-0.50","186",
"101/12/10","221,780","35,540,300","160.00","162.00","159.50","161.00","+0.50","203",
"101/12/11","410,349","66,704,538","162.00","163.00","161.00","163.00","+2.00","332",
"101/12/12","806,474","133,220,150","164.00","166.00","163.50","166.00","+3.00","554",
"101/12/13","616,853","102,391,538","165.00","167.50","163.50","167.00","+1.00","282",
"101/12/14","569,677","95,459,896","168.00","168.50","166.00","168.50","+1.50","415",
"101/12/17","497,663","83,956,713","169.00","169.50","166.50","169.50","+1.00","457",
"101/12/18","811,435","134,108,340","169.50","169.50","160.00","165.00","-4.50","686",
"101/12/19","663,841","106,850,060","163.00","164.50","160.00","161.00","-4.00","525",
"101/12/20","1,585,260","244,196,340","161.00","161.00","158.50","160.00","-1.00","519",
"101/12/21","619,600","98,920,000","160.00","163.00","158.00","160.50","+0.50","394",
"101/12/22","72,477","11,582,343","160.50","160.50","158.50","160.00","-0.50","61",
"101/12/24","127,918","20,600,298","161.00","161.50","160.00","161.50","+1.50","127",
"101/12/25","189,352","30,737,376","162.00","164.00","160.00","163.50","+2.00","172",
"101/12/26","220,162","36,030,906","165.00","165.00","162.50","163.50"," 0.00","147",
"101/12/27","432,728","70,063,708","163.50","163.50","161.00","162.50","-1.00","331",
"101/12/28","502,944","83,270,704","165.00","166.50","164.00","166.50","+4.00","397",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

