"10401る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","617,348","169,666,070","279.50","279.50","272.00","275.00","-6.00","541",
"104/01/06","688,328","185,340,732","272.00","273.50","268.00","269.00","-6.00","593",
"104/01/07","422,030","112,090,010","267.00","267.00","265.00","265.00","-4.00","388",
"104/01/08","836,920","227,730,519","267.00","277.50","265.50","270.00","+5.00","324",
"104/01/09","232,421","62,774,670","272.00","274.00","268.50","270.00"," 0.00","221",
"104/01/12","385,924","105,305,289","269.50","276.00","266.50","274.00","+4.00","369",
"104/01/13","444,418","123,298,574","274.00","279.00","272.50","278.00","+4.00","411",
"104/01/14","499,018","136,643,977","280.00","280.00","270.50","274.00","-4.00","445",
"104/01/15","484,100","130,962,700","272.00","274.00","268.00","269.00","-5.00","336",
"104/01/16","460,634","122,199,510","269.00","269.00","263.50","267.50","-1.50","432",
"104/01/19","336,116","90,398,972","269.00","272.00","266.50","268.50","+1.00","300",
"104/01/20","390,600","106,954,800","268.50","277.00","268.50","274.50","+6.00","309",
"104/01/21","445,701","122,978,474","275.00","277.50","274.00","275.50","+1.00","342",
"104/01/22","606,198","166,427,450","274.00","278.00","272.00","275.50"," 0.00","287",
"104/01/23","300,150","82,793,324","275.50","277.00","274.50","277.00","+1.50","167",
"104/01/26","195,205","53,866,990","277.00","278.00","275.50","278.00","+1.00","78",
"104/01/27","224,105","62,223,242","278.00","280.00","275.00","280.00","+2.00","220",
"104/01/28","167,557","46,711,289","276.50","280.00","276.50","279.00","-1.00","153",
"104/01/29","316,881","87,493,656","279.00","280.00","274.00","276.00","-3.00","295",
"104/01/30","493,686","135,387,806","276.00","276.00","272.00","275.00","-1.00","326",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

