"10411る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","74,000","1,696,700","22.80","23.35","22.70","22.70"," 0.00","40",
"104/11/03","145,000","3,267,300","23.00","23.00","21.95","22.40","-0.30","103",
"104/11/04","682,125","16,517,675","22.70","24.60","22.60","24.60","+2.20","298",
"104/11/05","900,171","22,174,154","24.90","25.60","23.95","24.05","-0.55","489",
"104/11/06","225,054","5,297,521","24.05","24.45","23.10","23.55","-0.50","144",
"104/11/09","96,400","2,231,990","23.10","23.60","23.00","23.05","-0.50","67",
"104/11/10","122,000","2,828,600","22.90","23.45","22.90","22.90","-0.15","87",
"104/11/11","163,000","3,722,900","23.00","23.40","22.50","22.50","-0.40","93",
"104/11/12","122,078","2,758,536","22.50","22.90","22.15","22.70","+0.20","89",
"104/11/13","110,000","2,462,150","22.35","22.85","22.30","22.50","-0.20","65",
"104/11/16","124,560","2,689,752","21.60","22.20","21.30","21.70","-0.80","75",
"104/11/17","115,000","2,517,650","22.20","22.50","21.60","21.60","-0.10","67",
"104/11/18","110,010","2,363,668","22.00","22.00","21.30","21.60"," 0.00","59",
"104/11/19","126,000","2,765,850","21.60","22.50","21.40","22.00","+0.40","69",
"104/11/20","98,000","2,181,650","22.20","22.40","22.15","22.30","+0.30","57",
"104/11/23","68,000","1,522,800","22.50","22.60","22.15","22.40","+0.10","44",
"104/11/24","113,005","2,421,058","22.50","22.60","20.60","21.45","-0.95","86",
"104/11/25","275,000","5,634,150","20.90","21.40","19.70","20.50","-0.95","156",
"104/11/26","125,000","2,602,300","20.30","21.25","20.30","21.10","+0.60","71",
"104/11/27","76,000","1,600,200","21.10","21.30","20.90","21.00","-0.10","41",
"104/11/30","75,000","1,543,250","20.95","20.95","20.25","20.95","-0.05","46",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

