"10304る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/04/01","193,000","11,157,300","57.90","58.10","57.30","57.70","-0.10","167",
"103/04/02","324,939","19,021,025","57.70","58.90","57.70","58.60","+0.90","267",
"103/04/03","312,400","18,117,400","58.70","58.70","57.80","57.80","-0.80","231",
"103/04/07","356,450","20,342,403","57.80","57.80","56.80","56.90","-0.90","263",
"103/04/08","387,300","22,404,800","57.70","58.40","57.00","57.80","+0.90","281",
"103/04/09","382,485","21,915,387","57.00","57.70","57.00","57.70","-0.10","265",
"103/04/10","860,900","48,495,388","57.70","57.80","55.70","55.90","-1.80","558",
"103/04/11","856,501","46,316,902","55.00","55.60","52.60","53.60","-2.30","598",
"103/04/14","897,119","45,614,769","53.60","53.60","50.20","50.50","-3.10","601",
"103/04/15","633,420","32,186,974","50.80","51.30","50.20","50.70","+0.20","405",
"103/04/16","446,451","22,665,901","50.70","51.40","50.10","50.90","+0.20","291",
"103/04/17","408,460","20,930,598","51.10","51.50","51.00","51.20","+0.30","268",
"103/04/18","228,160","11,690,092","51.70","51.70","50.90","51.00","-0.20","178",
"103/04/21","244,348","12,349,448","51.00","51.00","50.10","50.50","-0.50","172",
"103/04/22","273,000","13,805,000","50.30","50.90","50.30","50.50"," 0.00","181",
"103/04/23","412,000","20,804,000","50.60","51.00","50.10","50.10","-0.40","248",
"103/04/24","597,243","29,135,974","50.10","50.20","48.30","48.40","-1.70","459",
"103/04/25","518,005","24,565,908","48.40","49.25","46.40","47.20","-1.20","372",
"103/04/28","392,006","17,882,147","45.80","46.50","44.30","46.10","-1.10","259",
"103/04/29","439,020","21,080,786","46.10","48.70","46.10","48.40","+2.30","334",
"103/04/30","217,530","10,349,648","48.40","48.80","47.10","47.10","-1.30","181",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

