"10305る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/05/02","150,150","7,128,450","47.10","47.80","47.10","47.65","+0.55","109",
"103/05/05","128,600","6,134,339","48.00","48.30","47.50","47.65"," 0.00","102",
"103/05/06","761,024","38,092,071","48.20","50.90","48.10","50.90","+3.25","516",
"103/05/07","1,300,411","68,418,083","50.80","53.80","50.50","52.90","+2.00","957",
"103/05/08","576,517","30,168,542","53.00","53.50","51.60","51.80","-1.10","421",
"103/05/09","200,850","10,342,450","52.40","52.50","51.10","51.10","-0.70","160",
"103/05/12","165,000","8,455,900","51.50","52.00","50.70","50.70","-0.40","112",
"103/05/13","299,400","15,316,479","51.70","51.70","50.60","50.80","+0.10","223",
"103/05/14","228,000","11,354,650","51.30","51.30","49.00","49.50","-1.30","169",
"103/05/15","277,350","13,914,260","49.10","51.20","48.00","50.70","+1.20","216",
"103/05/16","148,000","7,393,100","50.50","50.50","49.65","49.90","-0.80","114",
"103/05/19","172,003","8,574,000","49.95","50.40","49.50","49.60","-0.30","131",
"103/05/20","165,338","8,312,030","49.65","50.90","49.65","50.00","+0.40","131",
"103/05/21","115,250","5,766,925","49.80","50.30","49.65","49.85","-0.15","99",
"103/05/22","1,200,400","63,417,920","50.40","53.30","50.30","53.30","+3.45","743",
"103/05/23","830,750","43,604,074","53.00","53.00","51.80","52.40","-0.90","584",
"103/05/26","758,000","40,461,000","53.00","54.30","52.40","53.70","+1.30","497",
"103/05/27","633,916","33,907,405","53.60","54.40","52.90","53.60","-0.10","407",
"103/05/28","866,058","45,752,339","53.90","54.00","52.20","52.20","-1.40","556",
"103/05/29","806,300","42,857,600","53.60","54.00","52.40","52.50","+0.30","542",
"103/05/30","553,150","28,927,145","53.00","53.00","51.90","52.80","+0.30","337",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

