"10410る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/10/01","303,400","6,133,169","20.60","20.80","20.00","20.10","-0.40","201",
"104/10/02","297,050","5,935,042","20.10","20.30","19.80","19.85","-0.25","188",
"104/10/05","182,088","3,645,576","19.85","20.40","19.80","20.20","+0.35","101",
"104/10/06","193,200","3,872,430","20.25","20.40","19.90","19.90","-0.30","120",
"104/10/07","152,000","3,030,850","20.00","20.20","19.80","20.05","+0.15","102",
"104/10/08","201,049","4,015,204","20.10","20.25","19.70","19.85","-0.20","104",
"104/10/12","569,549","12,145,468","20.50","21.80","20.30","21.80","+1.95","284",
"104/10/13","1,526,809","35,325,592","22.30","23.90","22.20","23.80","+2.00","898",
"104/10/14","601,000","14,196,700","24.00","24.10","23.30","23.40","-0.40","361",
"104/10/15","264,100","6,108,110","23.10","23.60","22.90","22.90","-0.50","183",
"104/10/16","242,700","5,663,390","23.05","23.60","23.05","23.20","+0.30","167",
"104/10/19","267,200","6,170,280","23.50","23.60","22.70","22.75","-0.45","172",
"104/10/20","147,000","3,348,650","22.70","23.35","22.50","22.55","-0.20","95",
"104/10/21","87,000","1,973,450","22.95","22.95","22.50","22.70","+0.15","53",
"104/10/22","67,000","1,523,300","22.75","22.90","22.65","22.70"," 0.00","52",
"104/10/23","308,000","7,164,650","23.20","24.00","22.20","22.20","-0.50","202",
"104/10/26","109,396","2,467,879","22.30","22.90","22.30","22.45","+0.25","82",
"104/10/27","147,391","3,379,653","22.60","23.50","22.60","23.00","+0.55","105",
"104/10/28","139,133","3,230,672","23.30","23.50","22.90","22.90","-0.10","77",
"104/10/29","189,000","4,319,200","22.90","23.40","22.65","22.80","-0.10","95",
"104/10/30","83,000","1,891,750","22.80","23.00","22.60","22.70","-0.10","51",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

