"10406る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","393,965","5,141,844","13.25","13.25","12.80","13.00","-0.20","177",
"104/06/02","358,326","4,667,398","13.15","13.15","12.95","12.95","-0.05","152",
"104/06/03","592,819","7,739,752","13.00","13.25","12.95","13.00","+0.05","254",
"104/06/04","979,060","12,410,343","13.10","13.10","12.40","12.40","-0.60","452",
"104/06/05","562,901","7,029,319","12.90","12.90","12.35","12.40"," 0.00","235",
"104/06/08","1,381,147","16,412,437","12.00","12.30","11.65","11.90","-0.50","564",
"104/06/09","1,824,188","20,465,643","11.90","11.95","10.85","11.15","-0.75","587",
"104/06/10","839,618","9,592,685","11.15","11.60","11.00","11.55","+0.40","305",
"104/06/11","477,987","5,411,100","11.65","11.65","11.10","11.20","-0.35","220",
"104/06/12","222,003","2,513,683","11.20","11.45","11.20","11.40","+0.20","119",
"104/06/15","316,780","3,650,769","11.40","11.65","11.30","11.55","+0.15","116",
"104/06/16","471,066","5,425,200","11.65","11.65","11.45","11.45","-0.10","184",
"104/06/17","262,611","3,011,114","11.65","11.65","11.35","11.40","-0.05","168",
"104/06/18","258,918","2,995,591","11.45","11.65","11.45","11.65","+0.25","158",
"104/06/22","618,913","7,208,989","11.65","11.80","11.55","11.60","-0.05","179",
"104/06/23","349,462","4,074,309","11.70","11.80","11.60","11.65","+0.05","158",
"104/06/24","468,587","5,398,937","11.70","11.75","11.40","11.40","-0.25","216",
"104/06/25","403,726","4,624,561","11.50","11.60","11.35","11.50","+0.10","179",
"104/06/26","272,883","3,125,767","11.50","11.60","11.35","11.35","-0.15","128",
"104/06/29","399,642","4,436,258","11.30","11.30","11.00","11.05","-0.30","197",
"104/06/30","394,203","4,403,173","11.05","11.30","11.05","11.15","+0.10","191",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

