"10108る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/08/01","468,679","21,666,634","46.50","46.50","46.10","46.25","+0.15","280",
"101/08/03","425,200","19,578,349","46.15","46.25","45.80","46.25"," 0.00","312",
"101/08/06","725,200","33,813,170","46.90","46.90","46.35","46.35","+0.10","436",
"101/08/07","584,001","27,061,196","46.80","46.80","46.10","46.40","+0.05","377",
"101/08/08","2,730,523","133,250,647","46.80","49.60","46.80","48.85","+2.45","1,443",
"101/08/09","2,009,497","98,922,703","48.85","49.60","48.85","48.95","+0.10","1,096",
"101/08/10","1,721,083","85,534,050","49.05","50.50","49.05","49.10","+0.15","1,058",
"101/08/13","774,370","37,717,346","49.50","49.50","48.30","48.40","-0.70","460",
"101/08/14","969,276","47,323,247","48.50","49.30","48.00","49.10","+0.70","695",
"101/08/15","666,500","32,843,649","49.40","49.75","48.90","49.00","-0.10","445",
"101/08/16","1,019,390","49,437,415","49.30","49.30","48.15","48.50","-0.50","570",
"101/08/17","916,824","44,955,581","48.70","49.60","48.60","48.65","+0.15","561",
"101/08/20","636,386","30,635,957","48.90","49.00","47.80","47.95","-0.70","371",
"101/08/21","823,249","39,855,301","47.90","48.55","47.90","48.40","+0.45","391",
"101/08/22","2,363,277","118,271,743","48.70","50.80","48.70","49.80","+1.40","1,268",
"101/08/23","1,113,761","55,694,325","50.50","50.50","49.80","49.80"," 0.00","625",
"101/08/24","528,437","26,252,555","49.60","49.95","49.50","49.65","-0.15","318",
"101/08/27","640,200","31,689,220","50.20","50.20","49.10","49.15","-0.50","393",
"101/08/28","767,366","37,259,459","49.15","49.35","48.20","48.20","-0.95","506",
"101/08/29","526,000","25,563,750","48.20","48.95","48.20","48.90","+0.70","293",
"101/08/30","1,181,025","58,668,790","48.85","50.10","48.70","49.50","+0.60","750",
"101/08/31","1,263,156","63,069,134","49.95","50.40","49.50","49.85","+0.35","581",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

