"10003る 1582 獺繟             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/03/01","4,659,025","258,751,865","55.10","57.40","54.10","55.00","+0.60","2,624",
"100/03/02","1,502,195","81,055,988","53.60","54.50","53.60","53.80","-1.20","891",
"100/03/03","1,037,050","56,268,818","54.30","55.00","53.80","54.30","+0.50","620",
"100/03/04","2,780,700","155,108,990","54.80","56.70","54.60","54.60","+0.30","1,598",
"100/03/07","1,137,515","62,184,973","55.00","55.60","53.80","54.90","+0.30","652",
"100/03/08","755,020","41,128,180","55.00","55.50","54.00","54.30","-0.60","474",
"100/03/09","1,486,096","82,470,806","54.70","56.30","54.60","55.20","+0.90","892",
"100/03/10","1,001,973","54,239,342","55.00","55.00","53.60","53.80","-1.40","584",
"100/03/11","694,345","36,995,290","53.60","53.80","52.60","53.80"," 0.00","410",
"100/03/14","1,451,390","74,188,751","51.50","52.50","50.10","50.80","-3.00","776",
"100/03/15","1,397,400","69,779,240","51.00","51.70","47.70","49.80","-1.00","792",
"100/03/16","624,000","31,278,900","50.00","50.50","49.60","50.00","+0.20","347",
"100/03/17","371,200","18,400,650","49.70","50.20","48.80","50.00"," 0.00","258",
"100/03/18","555,410","28,214,926","51.00","51.30","50.50","50.60","+0.60","329",
"100/03/21","400,258","20,417,858","50.80","51.50","50.70","50.80","+0.20","247",
"100/03/22","391,011","20,179,173","51.30","51.80","51.30","51.60","+0.80","262",
"100/03/23","407,060","20,861,996","51.80","52.00","51.00","51.00","-0.60","241",
"100/03/24","346,000","17,819,200","51.80","51.90","51.20","51.30","+0.30","202",
"100/03/25","2,107,430","112,462,319","51.90","54.30","51.50","53.10","+1.80","1,201",
"100/03/28","810,420","42,786,150","53.70","53.70","52.20","52.50","-0.60","446",
"100/03/29","698,069","36,467,063","52.30","53.10","51.70","51.70","-0.80","391",
"100/03/30","427,350","22,172,200","51.80","52.40","51.50","51.70"," 0.00","267",
"100/03/31","453,027","23,521,293","52.30","52.30","51.50","51.50","-0.20","277",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

