"10504る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/04/01","4,869,987","194,497,077","38.50","41.35","37.35","40.10","+1.10","3,132",
"105/04/06","2,737,726","112,275,588","40.30","42.40","39.70","41.80","+1.70","1,844",
"105/04/07","3,256,500","138,118,521","41.80","43.10","41.80","41.90","+0.10","2,050",
"105/04/08","4,145,218","171,027,062","41.90","42.90","40.15","40.25","-1.65","2,647",
"105/04/11","3,863,502","156,321,453","39.90","42.20","38.65","41.50","+1.25","2,303",
"105/04/12","2,476,754","100,294,156","41.10","42.20","39.10","39.30","-2.20","1,677",
"105/04/13","1,994,400","80,316,987","39.30","41.30","39.30","40.90","+1.60","1,367",
"105/04/14","1,748,736","78,605,682","44.95","44.95","44.95","44.95","+4.05","777",
"105/04/15","7,653,079","354,671,556","45.25","48.00","44.90","45.00","+0.05","4,856",
"105/04/18","3,669,348","168,295,660","45.10","47.10","44.50","45.10","+0.10","2,438",
"105/04/19","2,316,770","105,062,556","46.30","46.35","44.70","44.90","-0.20","1,516",
"105/04/20","4,592,691","213,814,036","45.60","47.65","45.30","46.10","+1.20","2,946",
"105/04/21","2,147,500","98,703,348","46.70","47.00","45.15","45.70","-0.40","1,508",
"105/04/22","5,529,239","261,199,240","46.30","48.20","46.30","46.90","+1.20","3,534",
"105/04/25","2,388,600","111,271,724","47.60","47.60","45.85","46.30","-0.60","1,470",
"105/04/26","1,600,825","74,696,800","46.70","47.60","46.10","46.30"," 0.00","1,104",
"105/04/27","1,939,145","88,016,847","46.30","46.50","44.50","44.80","-1.50","1,158",
"105/04/28","2,704,200","117,437,668","44.05","44.65","43.00","43.40","-1.40","1,591",
"105/04/29","1,772,430","77,466,839","43.25","44.35","42.95","43.20","-0.20","1,199",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

