"10303る 4916 ㄆ猋           らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/03/03","4,887,590","319,883,028","61.90","66.50","61.00","66.50","+4.30","2,535",
"103/03/04","3,718,465","246,272,738","66.50","67.30","65.00","66.30","-0.20","2,195",
"103/03/05","2,391,171","159,311,786","66.90","67.80","65.60","66.10","-0.20","1,525",
"103/03/06","2,089,850","140,314,093","66.20","68.50","66.10","66.70","+0.60","1,399",
"103/03/07","2,783,766","180,812,124","67.80","67.80","63.00","63.00","-3.70","1,836",
"103/03/10","1,535,014","94,733,289","62.50","63.00","60.70","62.60","-0.40","980",
"103/03/11","769,973","48,296,712","62.00","63.40","62.00","62.50","-0.10","559",
"103/03/12","759,230","46,932,714","62.30","62.60","61.50","61.60","-0.90","538",
"103/03/13","725,132","44,944,857","62.00","62.90","61.50","61.90","+0.30","487",
"103/03/14","727,061","44,611,982","61.50","62.10","61.00","61.00","-0.90","526",
"103/03/17","988,245","61,226,837","61.00","62.80","60.70","62.10","+1.10","656",
"103/03/18","682,150","42,310,130","62.10","62.70","61.60","61.60","-0.50","491",
"103/03/19","814,200","49,616,820","61.80","62.00","60.10","60.50","-1.10","545",
"103/03/20","697,875","41,543,800","60.50","60.80","59.10","59.20","-1.30","534",
"103/03/21","627,800","37,060,558","59.20","59.90","58.30","58.50","-0.70","484",
"103/03/24","792,780","44,838,360","57.60","57.60","55.30","56.70","-1.80","579",
"103/03/25","585,204","34,243,060","56.70","59.40","56.70","59.00","+2.30","418",
"103/03/26","346,160","20,352,240","59.40","59.40","58.30","58.70","-0.30","259",
"103/03/27","501,100","29,040,369","58.70","58.90","57.00","57.80","-0.90","362",
"103/03/28","523,004","29,924,632","57.40","58.50","56.80","56.80","-1.00","364",
"103/03/31","309,089","17,794,302","57.00","58.00","57.00","57.80","+1.00","230",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

