"10108る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/08/01","5,675,209","38,309,438","6.72","6.80","6.69","6.76","+0.04","1,122",
"101/08/03","2,438,833","16,371,548","6.76","6.79","6.66","6.66","-0.10","694",
"101/08/06","2,850,349","19,097,219","6.76","6.77","6.65","6.67","+0.01","746",
"101/08/07","2,555,620","17,064,068","6.68","6.72","6.64","6.68","+0.01","724",
"101/08/08","4,250,402","28,419,244","6.68","6.73","6.65","6.65","-0.03","866",
"101/08/09","8,748,712","59,219,339","6.66","6.85","6.66","6.77","+0.12","1,746",
"101/08/10","5,511,122","37,388,444","6.79","6.84","6.75","6.76","-0.01","1,136",
"101/08/13","3,454,464","23,268,050","6.77","6.77","6.71","6.71","-0.05","594",
"101/08/14","6,297,700","42,574,019","6.73","6.83","6.72","6.72","+0.01","1,088",
"101/08/15","28,260,989","195,760,296","6.72","7.00","6.72","6.89","+0.17","4,535",
"101/08/16","11,155,036","77,615,775","6.91","7.04","6.86","6.94","+0.05","2,219",
"101/08/17","24,711,435","176,722,774","7.00","7.25","6.99","7.12","+0.18","4,407",
"101/08/20","7,874,120","55,388,050","7.12","7.14","7.00","7.02","-0.10","1,576",
"101/08/21","6,171,435","43,443,825","7.02","7.08","7.00","7.02"," 0.00","1,200",
"101/08/22","5,303,208","37,472,908","7.08","7.10","7.03","7.07","+0.05","1,042",
"101/08/23","13,801,689","99,481,425","7.12","7.30","7.05","7.22","+0.15","2,869",
"101/08/24","7,545,801","54,234,817","7.18","7.25","7.15","7.15","-0.07","1,367",
"101/08/27","17,111,836","125,037,007","7.15","7.41","7.13","7.37","+0.22","3,227",
"101/08/28","23,660,803","175,459,726","7.37","7.54","7.24","7.25","-0.12","4,261",
"101/08/29","8,321,198","60,497,956","7.27","7.35","7.22","7.22","-0.03","1,656",
"101/08/30","5,297,614","38,153,093","7.22","7.25","7.15","7.15","-0.07","1,118",
"101/08/31","4,891,897","35,008,313","7.13","7.23","7.11","7.11","-0.04","1,019",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

