"10505る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","218,378","970,970","4.50","4.52","4.41","4.48","+0.02","78",
"105/05/04","533,611","2,334,933","4.47","4.47","4.35","4.37","-0.11","144",
"105/05/05","186,585","807,462","4.36","4.39","4.29","4.32","-0.05","82",
"105/05/06","207,475","910,835","4.32","4.45","4.30","4.39","+0.07","62",
"105/05/09","104,655","457,400","4.42","4.44","4.34","4.39"," 0.00","55",
"105/05/10","46,221","201,574","4.39","4.39","4.33","4.37","-0.02","26",
"105/05/11","294,633","1,282,712","4.37","4.39","4.31","4.36","-0.01","101",
"105/05/12","189,889","820,269","4.35","4.35","4.29","4.33","-0.03","64",
"105/05/13","211,261","893,597","4.31","4.31","4.20","4.22","-0.11","113",
"105/05/16","224,392","932,607","4.19","4.20","4.14","4.16","-0.06","75",
"105/05/17","102,189","426,669","4.18","4.20","4.15","4.17","+0.01","50",
"105/05/18","98,720","412,395","4.17","4.20","4.15","4.17"," 0.00","56",
"105/05/19","279,192","1,158,418","4.15","4.20","4.11","4.14","-0.03","92",
"105/05/20","257,173","1,074,587","4.14","4.21","4.12","4.17","+0.03","79",
"105/05/23","290,630","1,225,505","4.16","4.26","4.14","4.25","+0.08","101",
"105/05/24","158,648","674,231","4.25","4.28","4.22","4.24","-0.01","66",
"105/05/25","284,059","1,211,442","4.25","4.30","4.25","4.27","+0.03","110",
"105/05/26","163,939","702,155","4.27","4.31","4.25","4.31","+0.04","49",
"105/05/27","152,821","660,321","4.36","4.36","4.30","4.34","+0.03","90",
"105/05/30","207,084","893,098","4.35","4.35","4.29","4.33","-0.01","62",
"105/05/31","60,500","261,247","4.31","4.34","4.29","4.33"," 0.00","36",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

