"10401る 1609 ㄈ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/01/05","1,661,595","10,940,225","6.45","6.68","6.42","6.56","+0.11","439",
"104/01/06","695,508","4,500,225","6.51","6.53","6.44","6.48","-0.08","164",
"104/01/07","252,329","1,642,007","6.50","6.52","6.48","6.51","+0.03","102",
"104/01/08","441,505","2,880,038","6.52","6.58","6.50","6.51"," 0.00","142",
"104/01/09","351,424","2,298,660","6.59","6.59","6.52","6.53","+0.02","128",
"104/01/12","613,875","4,003,081","6.53","6.56","6.49","6.49","-0.04","129",
"104/01/13","789,795","5,121,946","6.48","6.51","6.46","6.48","-0.01","218",
"104/01/14","306,342","1,985,117","6.50","6.51","6.46","6.47","-0.01","110",
"104/01/15","311,359","2,018,329","6.46","6.54","6.45","6.46","-0.01","94",
"104/01/16","470,084","3,029,172","6.45","6.48","6.42","6.45","-0.01","166",
"104/01/19","339,468","2,183,497","6.50","6.50","6.41","6.42","-0.03","92",
"104/01/20","366,251","2,352,536","6.42","6.47","6.40","6.43","+0.01","135",
"104/01/21","172,295","1,106,175","6.40","6.45","6.40","6.43"," 0.00","96",
"104/01/22","336,624","2,175,043","6.44","6.48","6.43","6.47","+0.04","130",
"104/01/23","365,656","2,370,093","6.50","6.51","6.46","6.46","-0.01","138",
"104/01/26","570,981","3,693,072","6.45","6.50","6.45","6.45","-0.01","162",
"104/01/27","286,299","1,849,155","6.49","6.49","6.45","6.45"," 0.00","72",
"104/01/28","2,585,952","16,899,962","6.46","6.62","6.42","6.51","+0.06","454",
"104/01/29","311,994","2,025,563","6.51","6.52","6.48","6.49","-0.02","131",
"104/01/30","428,400","2,774,225","6.49","6.53","6.46","6.47","-0.02","137",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

