"10306る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/06/03","1,001,808","26,517,963","26.75","26.75","26.25","26.35","-0.40","446",
"103/06/04","652,513","17,101,088","26.35","26.35","26.10","26.20","-0.15","397",
"103/06/05","1,248,854","32,559,954","26.15","26.20","26.00","26.15","-0.05","489",
"103/06/06","528,013","13,833,928","26.15","26.35","26.10","26.30","+0.15","211",
"103/06/09","901,426","23,544,626","26.10","26.25","26.05","26.20","-0.10","390",
"103/06/10","1,104,587","29,013,450","26.45","26.45","26.10","26.40","+0.20","533",
"103/06/11","1,090,262","28,504,525","26.35","26.40","26.05","26.10","-0.30","464",
"103/06/12","1,278,080","33,367,975","26.15","26.30","26.00","26.25","+0.15","720",
"103/06/13","1,545,665","40,203,913","26.20","26.25","25.90","26.00","-0.25","781",
"103/06/16","1,665,477","42,985,505","26.00","26.05","25.70","25.70","-0.30","702",
"103/06/17","1,685,312","43,334,177","25.80","25.90","25.60","25.65","-0.05","676",
"103/06/18","3,348,861","86,348,086","25.65","26.30","25.35","26.15","+0.50","1,867",
"103/06/19","1,834,171","47,392,727","26.30","26.35","25.65","25.75","-0.40","1,075",
"103/06/20","2,158,992","54,910,581","25.75","25.75","25.30","25.55","-0.20","789",
"103/06/23","1,402,574","35,618,810","25.50","25.55","25.30","25.40","-0.15","619",
"103/06/24","1,933,203","48,994,958","25.40","25.50","25.20","25.35","-0.05","1,051",
"103/06/25","2,058,146","51,755,010","25.35","25.35","25.00","25.20","-0.15","957",
"103/06/26","1,085,148","27,410,609","25.00","25.40","25.00","25.30","+0.10","526",
"103/06/27","1,212,873","30,617,844","25.35","25.40","25.15","25.15","-0.15","582",
"103/06/30","1,189,398","29,892,711","25.15","25.20","25.05","25.20","+0.05","561",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

