"10109る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/09/03","1,956,150","58,755,917","29.40","30.60","29.35","30.25","+0.50","968",
"101/09/04","5,306,742","158,737,880","30.40","30.40","29.55","29.90","-0.35","1,375",
"101/09/05","2,982,244","86,960,010","29.90","29.90","28.85","28.90","-1.00","1,569",
"101/09/06","2,711,650","76,328,782","28.90","28.90","27.80","28.05","-0.85","1,411",
"101/09/07","2,626,189","73,876,292","28.40","28.45","27.85","28.40","+0.35","1,507",
"101/09/10","1,102,599","31,373,808","28.20","28.55","28.15","28.55","+0.15","807",
"101/09/11","1,451,034","40,841,729","28.25","28.35","27.95","28.35","-0.20","536",
"101/09/12","1,748,134","49,651,697","28.40","28.55","28.10","28.30","-0.05","664",
"101/09/13","1,151,920","32,617,371","28.30","28.45","28.10","28.40","+0.10","648",
"101/09/14","1,783,631","51,273,715","28.75","29.00","28.60","29.00","+0.60","893",
"101/09/17","1,240,670","36,332,647","29.00","29.50","28.80","29.35","+0.35","854",
"101/09/18","1,243,683","36,312,227","29.30","29.50","28.95","29.30","-0.05","758",
"101/09/19","2,930,489","87,315,201","29.50","30.10","29.10","30.00","+0.70","1,250",
"101/09/20","948,064","28,169,220","30.00","30.00","29.50","29.50","-0.50","587",
"101/09/21","1,617,085","48,395,714","29.85","30.00","29.65","30.00","+0.50","820",
"101/09/24","848,003","25,303,071","30.00","30.00","29.50","29.80","-0.20","538",
"101/09/25","2,550,349","77,155,129","29.80","30.45","29.80","30.30","+0.50","1,413",
"101/09/26","855,290","25,677,308","30.20","30.20","29.80","30.10","-0.20","583",
"101/09/27","1,156,045","34,853,450","30.10","30.25","30.00","30.15","+0.05","838",
"101/09/28","1,141,907","33,916,331","30.25","30.25","29.40","29.75","-0.40","544",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

