"10503る 6120 笷笲             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/03/01","623,309","5,779,610","9.25","9.33","9.20","9.20","-0.04","299",
"105/03/02","4,098,806","40,620,465","9.54","10.10","9.54","10.10","+0.90","949",
"105/03/03","4,305,825","44,810,560","10.30","10.50","10.25","10.50","+0.40","1,049",
"105/03/04","1,833,853","19,157,803","10.45","10.55","10.25","10.50"," 0.00","584",
"105/03/07","1,817,760","19,504,548","10.50","10.90","10.50","10.85","+0.35","520",
"105/03/08","1,580,062","17,128,220","10.85","11.00","10.65","11.00","+0.15","485",
"105/03/09","1,349,728","14,666,320","10.90","10.95","10.75","10.95","-0.05","442",
"105/03/10","2,210,484","24,600,265","10.95","11.40","10.80","11.40","+0.45","669",
"105/03/11","4,572,627","52,205,953","11.40","11.60","11.25","11.60","+0.20","943",
"105/03/14","5,080,589","58,939,145","11.60","11.70","11.50","11.60"," 0.00","1,198",
"105/03/15","2,135,137","24,296,919","11.60","11.60","11.20","11.20","-0.40","530",
"105/03/16","1,390,619","16,052,592","11.20","11.60","11.20","11.60","+0.40","549",
"105/03/17","1,193,164","13,818,765","11.70","11.75","11.40","11.50","-0.10","334",
"105/03/18","2,619,911","29,815,549","11.55","11.60","11.15","11.15","-0.35","631",
"105/03/21","2,061,716","23,678,149","11.15","11.75","11.10","11.70","+0.55","561",
"105/03/22","783,374","9,048,074","11.65","11.65","11.45","11.50","-0.20","274",
"105/03/23","807,682","9,325,440","11.50","11.60","11.45","11.60","+0.10","223",
"105/03/24","575,884","6,623,864","11.60","11.60","11.40","11.55","-0.05","162",
"105/03/25","1,247,512","14,452,981","11.60","11.65","11.40","11.65","+0.10","296",
"105/03/28","1,674,813","19,473,377","11.65","11.70","11.50","11.70","+0.05","280",
"105/03/29","1,253,119","14,635,013","11.70","11.75","11.55","11.60","-0.10","360",
"105/03/30","1,478,500","17,298,595","11.70","11.75","11.60","11.75","+0.15","353",
"105/03/31","1,923,048","22,430,152","11.75","11.75","11.50","11.75"," 0.00","545",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

