"10105る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"101/05/02","488,857","62,798,621","126.00","129.50","125.00","129.50","+4.50","369",
"101/05/03","203,591","26,092,557","130.50","130.50","127.00","128.00","-1.50","175",
"101/05/04","427,191","55,390,234","129.00","131.00","128.00","130.00","+2.00","310",
"101/05/07","239,397","30,464,919","128.00","128.50","126.00","128.00","-2.00","174",
"101/05/08","841,312","104,667,688","128.00","128.00","122.50","124.00","-4.00","626",
"101/05/09","656,819","79,715,825","122.50","123.00","120.00","121.50","-2.50","484",
"101/05/10","312,000","37,618,499","120.50","122.00","120.00","120.00","-1.50","253",
"101/05/11","293,624","35,314,190","120.00","121.00","120.00","120.50","+0.50","244",
"101/05/14","654,746","76,530,774","120.50","120.50","115.50","115.50","-5.00","497",
"101/05/15","1,104,335","123,279,025","114.00","114.50","109.00","114.50","-1.00","864",
"101/05/16","474,182","53,946,793","113.50","114.50","112.50","113.50","-1.00","404",
"101/05/17","791,942","88,292,388","115.00","115.00","110.00","113.00","-0.50","578",
"101/05/18","466,373","51,957,327","110.00","112.50","110.00","111.50","-1.50","339",
"101/05/21","392,100","43,360,200","111.50","112.50","109.00","109.00","-2.50","284",
"101/05/22","756,087","82,883,699","110.00","111.50","109.00","110.50","+1.50","585",
"101/05/23","401,916","43,832,340","110.00","110.00","107.50","109.00","-1.50","306",
"101/05/24","561,297","60,474,779","109.00","110.50","106.00","106.00","-3.00","431",
"101/05/25","632,756","66,489,255","106.00","107.00","104.00","104.50","-1.50","419",
"101/05/28","478,919","50,353,789","104.50","106.00","104.00","106.00","+1.50","370",
"101/05/29","752,097","83,033,814","107.00","112.00","106.50","111.00","+5.00","566",
"101/05/30","571,210","62,094,310","110.00","110.00","107.50","108.00","-3.00","359",
"101/05/31","422,300","44,976,848","106.50","109.00","104.50","108.50","+0.50","332",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

