"10412る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/12/01","3,366,472","23,845,901","7.08","7.11","7.06","7.09","+0.02","1,224",
"104/12/02","4,800,999","33,769,449","7.09","7.09","6.99","7.01","-0.08","1,686",
"104/12/03","2,212,894","15,502,058","7.00","7.07","6.96","7.01"," 0.00","1,024",
"104/12/04","2,896,851","20,222,437","7.00","7.02","6.96","7.01"," 0.00","946",
"104/12/07","2,595,258","18,452,755","7.13","7.16","7.06","7.11","+0.10","745",
"104/12/08","1,626,022","11,460,204","7.11","7.11","7.02","7.02","-0.09","537",
"104/12/09","4,047,462","28,165,083","7.02","7.02","6.92","6.93","-0.09","1,043",
"104/12/10","2,318,577","16,034,013","6.96","6.99","6.86","6.99","+0.06","715",
"104/12/11","2,937,228","20,304,086","6.97","6.99","6.86","6.86","-0.13","1,024",
"104/12/14","2,531,400","17,120,526","6.78","6.84","6.73","6.73","-0.13","774",
"104/12/15","2,022,581","13,663,886","6.79","6.80","6.72","6.75","+0.02","604",
"104/12/16","2,371,208","16,206,875","6.80","6.88","6.76","6.87","+0.12","794",
"104/12/17","2,149,175","14,814,469","6.92","6.94","6.84","6.88","+0.01","842",
"104/12/18","2,353,752","16,153,886","6.90","6.90","6.83","6.85","-0.03","712",
"104/12/21","2,127,701","14,579,964","6.78","6.92","6.78","6.89","+0.04","629",
"104/12/22","1,429,913","9,870,941","6.89","6.94","6.88","6.88","-0.01","482",
"104/12/23","2,043,359","14,182,263","6.90","6.98","6.88","6.91","+0.03","643",
"104/12/24","1,681,910","11,719,786","6.95","7.00","6.92","6.95","+0.04","590",
"104/12/25","2,174,901","15,204,049","6.96","7.05","6.94","7.01","+0.06","536",
"104/12/28","971,895","6,812,248","7.01","7.04","6.99","7.01"," 0.00","395",
"104/12/29","1,331,558","9,328,362","7.01","7.07","6.97","6.98","-0.03","505",
"104/12/30","37,234,395","270,871,844","7.04","7.44","7.00","7.23","+0.25","3,663",
"104/12/31","5,783,131","41,621,881","7.32","7.33","7.12","7.16","-0.07","1,334",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

