"10406る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/06/01","5,568,530","43,785,054","7.91","7.96","7.82","7.82","-0.09","1,121",
"104/06/02","6,014,416","47,276,841","7.83","7.92","7.80","7.88","+0.06","1,615",
"104/06/03","6,947,914","55,061,880","7.91","7.97","7.88","7.88"," 0.00","2,041",
"104/06/04","9,234,286","72,409,768","7.92","7.95","7.75","7.79","-0.09","2,060",
"104/06/05","6,943,468","53,760,076","7.80","7.85","7.68","7.72","-0.07","1,514",
"104/06/08","4,437,245","34,343,861","7.72","7.78","7.71","7.75","+0.03","1,168",
"104/06/09","10,998,490","84,052,227","7.75","7.76","7.50","7.56","-0.19","1,917",
"104/06/10","10,756,114","82,863,213","7.60","7.76","7.60","7.69","+0.13","1,638",
"104/06/11","9,969,293","78,076,942","7.80","7.89","7.76","7.81","+0.12","2,525",
"104/06/12","23,884,637","192,597,343","7.88","8.15","7.86","8.10","+0.29","4,725",
"104/06/15","13,873,381","113,682,506","8.30","8.30","8.11","8.14","+0.04","2,956",
"104/06/16","7,799,692","62,868,476","8.14","8.19","8.00","8.01","-0.13","1,584",
"104/06/17","16,275,916","133,368,388","8.14","8.27","8.06","8.22","+0.21","3,739",
"104/06/18","12,074,137","99,201,044","8.25","8.29","8.11","8.14","-0.08","2,566",
"104/06/22","6,527,293","53,393,720","8.24","8.24","8.14","8.16","+0.02","1,511",
"104/06/23","14,699,441","121,998,090","8.25","8.35","8.21","8.27","+0.11","3,334",
"104/06/24","8,683,941","71,954,589","8.33","8.39","8.22","8.28","+0.01","2,262",
"104/06/25","6,164,425","50,816,029","8.30","8.32","8.19","8.21","-0.07","1,740",
"104/06/26","5,635,355","46,247,550","8.24","8.27","8.18","8.22","+0.01","960",
"104/06/29","7,428,009","60,256,461","8.20","8.20","8.07","8.10","-0.12","1,529",
"104/06/30","7,718,997","63,218,970","8.10","8.26","8.10","8.25","+0.15","1,695",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

