"10007る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/07/01","6,269,998","315,812,883","50.80","50.90","50.00","50.70","+0.20","1,853",
"100/07/04","10,740,783","548,804,191","50.80","51.80","50.40","50.90","+0.20","3,013",
"100/07/05","9,484,094","429,216,924","45.70","45.70","44.80","45.40","X0.00","3,865",
"100/07/06","6,852,011","313,159,046","45.40","46.05","45.30","46.05","+0.65","2,617",
"100/07/07","9,578,948","452,762,672","46.30","47.80","46.30","47.05","+1.00","3,583",
"100/07/08","10,155,593","491,744,414","48.25","49.30","47.75","47.95","+0.90","4,055",
"100/07/11","3,301,107","157,357,568","47.95","48.10","47.10","47.95"," 0.00","1,623",
"100/07/12","4,398,936","205,147,677","47.50","47.80","46.00","46.25","-1.70","2,014",
"100/07/13","4,495,205","207,666,637","46.65","46.90","45.50","46.05","-0.20","1,930",
"100/07/14","4,097,789","187,763,429","46.05","46.60","45.00","45.80","-0.25","1,766",
"100/07/15","3,655,973","170,088,066","45.75","47.20","45.75","47.20","+1.40","1,689",
"100/07/18","2,274,201","107,398,549","47.20","47.60","46.70","47.20"," 0.00","1,186",
"100/07/19","3,280,429","151,994,319","46.70","47.00","45.80","46.20","-1.00","1,488",
"100/07/20","3,384,632","158,502,718","46.50","47.10","46.40","47.10","+0.90","1,617",
"100/07/21","10,988,111","532,766,905","47.55","49.10","47.55","48.80","+1.70","5,048",
"100/07/22","17,435,493","827,390,583","48.05","48.05","46.25","46.95","-1.85","6,745",
"100/07/25","7,666,327","351,126,269","46.25","46.65","45.40","45.60","-1.35","3,224",
"100/07/26","9,558,368","432,499,838","45.80","46.00","44.90","45.20","-0.40","3,628",
"100/07/27","5,610,019","256,096,461","45.00","46.30","44.70","45.60","+0.40","2,801",
"100/07/28","5,398,673","246,317,032","45.00","46.20","45.00","45.55","-0.05","2,132",
"100/07/29","8,009,629","362,355,422","45.85","46.20","44.60","44.65","-0.90","3,259",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

