"10310る 1802              らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/10/01","864,856","21,388,427","24.70","24.90","24.60","24.70","-0.50","622",
"103/10/02","989,519","24,189,687","24.60","24.60","24.35","24.45","-0.25","663",
"103/10/03","600,383","14,761,698","24.85","24.85","24.35","24.60","+0.15","408",
"103/10/06","835,610","20,429,853","24.60","24.60","24.40","24.40","-0.20","638",
"103/10/07","1,189,780","28,614,627","24.35","24.35","23.90","24.00","-0.40","766",
"103/10/08","651,376","15,589,182","23.90","24.10","23.80","23.90","-0.10","434",
"103/10/09","677,170","16,192,047","23.95","24.05","23.80","24.05","+0.15","325",
"103/10/13","1,830,845","42,630,403","23.80","23.80","23.05","23.05","-1.00","807",
"103/10/14","867,255","19,980,971","23.00","23.10","22.95","23.10","+0.05","492",
"103/10/15","1,717,154","39,076,259","23.00","23.05","22.55","22.60","-0.50","916",
"103/10/16","2,278,355","50,282,810","22.50","22.55","21.80","22.00","-0.60","1,123",
"103/10/17","3,448,351","74,335,772","22.25","22.25","21.10","21.15","-0.85","1,617",
"103/10/20","2,386,999","50,703,179","21.25","21.45","21.00","21.00","-0.15","878",
"103/10/21","1,089,229","23,262,928","21.10","21.80","21.05","21.75","+0.75","517",
"103/10/22","797,218","17,414,380","21.90","22.00","21.70","22.00","+0.25","461",
"103/10/23","252,374","5,530,878","21.90","22.05","21.70","22.00"," 0.00","127",
"103/10/24","647,645","14,017,012","22.00","22.10","21.50","21.50","-0.50","419",
"103/10/27","482,693","10,445,566","21.70","21.85","21.45","21.75","+0.25","320",
"103/10/28","1,806,112","41,108,076","22.00","23.00","22.00","22.70","+0.95","1,084",
"103/10/29","1,233,676","28,506,008","22.80","23.30","22.80","23.25","+0.55","670",
"103/10/30","723,252","16,657,870","23.25","23.25","22.80","23.20","-0.05","312",
"103/10/31","797,000","18,538,299","23.35","23.55","23.00","23.55","+0.35","485",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

