"10203る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/03/01","1,116,012","28,711,244","26.00","26.10","25.60","25.60","-0.15","580",
"102/03/04","576,902","14,703,561","25.65","25.90","25.35","25.35","-0.25","342",
"102/03/05","867,779","21,986,640","25.45","25.50","25.20","25.35"," 0.00","417",
"102/03/06","736,621","18,703,094","25.65","25.70","25.20","25.20","-0.15","430",
"102/03/07","1,818,434","46,621,763","25.20","25.85","25.20","25.60","+0.40","871",
"102/03/08","800,889","20,429,326","25.95","25.95","25.30","25.40","-0.20","433",
"102/03/11","1,009,094","25,704,829","25.60","25.60","25.35","25.40"," 0.00","512",
"102/03/12","1,310,270","33,632,265","25.50","25.95","25.45","25.45","+0.05","580",
"102/03/13","797,751","20,272,633","25.45","25.70","25.20","25.30","-0.15","375",
"102/03/14","700,993","17,626,720","25.20","25.40","25.05","25.05","-0.25","374",
"102/03/15","1,177,861","29,712,075","25.10","25.45","25.00","25.45","+0.40","513",
"102/03/18","937,778","23,394,427","25.15","25.40","24.60","24.65","-0.80","483",
"102/03/19","790,561","19,512,511","24.65","24.90","24.50","24.55","-0.10","446",
"102/03/20","890,795","21,666,666","24.55","24.65","24.05","24.05","-0.50","545",
"102/03/21","491,229","11,942,989","24.30","24.50","24.20","24.25","+0.20","328",
"102/03/22","804,778","19,705,228","24.40","24.70","24.25","24.40","+0.15","387",
"102/03/25","768,460","18,634,256","24.40","24.65","24.10","24.10","-0.30","446",
"102/03/26","628,135","15,251,525","24.10","24.50","24.10","24.25","+0.15","357",
"102/03/27","625,821","15,215,060","24.25","24.45","24.25","24.25"," 0.00","302",
"102/03/28","404,350","9,822,968","24.25","24.40","24.25","24.25"," 0.00","206",
"102/03/29","609,166","14,847,465","24.35","24.50","24.30","24.30","+0.05","309",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

