"10411る 2457 Щ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/11/02","1,296,909","12,275,365","9.59","9.59","9.35","9.35","-0.24","437",
"104/11/03","800,706","7,663,611","9.42","9.63","9.40","9.60","+0.25","390",
"104/11/04","1,072,854","10,537,578","9.76","9.95","9.68","9.80","+0.20","469",
"104/11/05","645,306","6,353,238","9.88","9.98","9.73","9.82","+0.02","291",
"104/11/06","518,712","5,033,217","9.93","9.93","9.61","9.62","-0.20","214",
"104/11/09","728,014","6,815,468","9.60","9.62","9.20","9.25","-0.37","301",
"104/11/10","609,930","5,564,619","9.15","9.20","9.01","9.15","-0.10","187",
"104/11/11","801,318","7,212,534","9.15","9.15","8.93","8.95","-0.20","382",
"104/11/12","454,418","4,089,447","9.00","9.10","8.95","8.95"," 0.00","181",
"104/11/13","624,813","5,547,381","8.90","8.96","8.82","8.84","-0.11","245",
"104/11/16","383,686","3,337,121","8.80","8.80","8.56","8.77","-0.07","174",
"104/11/17","870,816","7,990,999","8.88","9.48","8.88","9.43","+0.66","479",
"104/11/18","380,422","3,547,924","9.39","9.54","9.23","9.24","-0.19","173",
"104/11/19","3,383,163","33,573,570","9.29","10.15","9.29","10.15","+0.91","1,041",
"104/11/20","5,085,285","53,329,269","10.20","10.70","10.15","10.50","+0.35","1,581",
"104/11/23","8,874,475","99,745,532","10.50","11.55","10.50","11.00","+0.50","2,405",
"104/11/24","3,327,799","35,557,261","11.00","11.05","10.40","10.65","-0.35","914",
"104/11/25","1,637,988","17,136,363","10.65","10.70","10.25","10.60","-0.05","524",
"104/11/26","1,490,953","15,831,008","10.70","10.90","10.40","10.40","-0.20","523",
"104/11/27","772,036","8,000,670","10.50","10.55","10.25","10.35","-0.05","246",
"104/11/30","1,197,940","12,603,863","10.40","10.75","10.20","10.50","+0.15","436",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

