"10201る 3356 案             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/01/02","186,951","22,390,141","119.50","120.50","119.00","119.50"," 0.00","107",
"102/01/03","287,509","34,414,571","120.00","120.50","119.00","119.00","-0.50","176",
"102/01/04","208,630","24,920,340","119.00","120.00","119.00","119.00"," 0.00","146",
"102/01/07","72,734","8,690,346","119.00","120.00","119.00","120.00","+1.00","69",
"102/01/08","113,673","13,579,248","120.00","120.00","119.00","119.00","-1.00","92",
"102/01/09","80,690","9,651,110","119.00","120.00","119.00","120.00","+1.00","79",
"102/01/10","594,709","71,286,799","120.50","122.50","117.50","117.50","-2.50","412",
"102/01/11","208,076","24,668,000","119.00","120.00","117.50","118.50","+1.00","172",
"102/01/14","130,508","15,538,960","118.50","120.00","118.50","119.00","+0.50","119",
"102/01/15","125,166","14,884,088","119.50","119.50","118.50","118.50","-0.50","103",
"102/01/16","106,154","12,632,244","119.00","120.00","118.50","118.50"," 0.00","105",
"102/01/17","224,303","26,417,951","119.50","119.50","116.50","117.00","-1.50","184",
"102/01/18","57,159","6,731,679","117.50","118.50","117.50","117.50","+0.50","57",
"102/01/21","53,564","6,310,552","117.50","118.50","117.50","118.00","+0.50","60",
"102/01/22","112,202","13,184,836","118.00","118.00","117.00","117.50","-0.50","84",
"102/01/23","80,550","9,485,400","117.50","118.00","117.00","118.00","+0.50","59",
"102/01/24","94,749","11,229,882","117.50","119.50","117.50","118.50","+0.50","93",
"102/01/25","740,671","90,830,191","118.00","126.00","118.00","122.00","+3.50","574",
"102/01/28","419,556","51,455,720","123.00","124.00","121.00","121.50","-0.50","343",
"102/01/29","407,023","50,241,828","121.50","124.00","121.50","124.00","+2.50","347",
"102/01/30","252,944","31,446,056","125.00","125.50","123.50","124.00"," 0.00","241",
"102/01/31","222,920","27,570,580","124.00","124.50","122.50","123.00","-1.00","171",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

