"10409る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/09/01","7,245,229","54,584,317","7.49","7.59","7.46","7.54","+0.04","1,752",
"104/09/02","4,137,871","30,961,918","7.45","7.52","7.43","7.52","-0.02","1,433",
"104/09/03","6,091,474","45,845,339","7.57","7.57","7.47","7.52"," 0.00","1,745",
"104/09/04","5,445,541","41,122,286","7.54","7.63","7.50","7.51","-0.01","1,338",
"104/09/07","2,358,181","17,706,635","7.50","7.55","7.47","7.50","-0.01","551",
"104/09/08","3,075,535","23,121,719","7.50","7.57","7.49","7.49","-0.01","896",
"104/09/09","7,158,459","54,711,898","7.55","7.68","7.55","7.66","+0.17","1,565",
"104/09/10","7,094,433","54,813,910","7.66","7.85","7.56","7.78","+0.12","1,716",
"104/09/11","7,365,712","57,259,598","7.80","7.82","7.73","7.76","-0.02","1,715",
"104/09/14","5,743,739","43,835,563","7.63","7.69","7.60","7.60","X0.00","1,290",
"104/09/15","4,572,101","34,734,152","7.62","7.66","7.54","7.60"," 0.00","1,025",
"104/09/16","4,133,973","31,723,800","7.69","7.71","7.63","7.68","+0.08","1,041",
"104/09/17","5,018,820","39,046,395","7.75","7.85","7.74","7.78","+0.10","967",
"104/09/18","3,769,699","29,236,204","7.78","7.80","7.72","7.73","-0.05","996",
"104/09/21","3,896,121","29,894,863","7.67","7.73","7.63","7.68","-0.05","1,146",
"104/09/22","4,138,633","31,826,777","7.72","7.75","7.64","7.69","+0.01","1,707",
"104/09/23","4,499,219","34,578,253","7.63","7.73","7.63","7.72","+0.03","1,111",
"104/09/24","8,451,368","66,186,773","7.73","7.91","7.73","7.85","+0.13","2,207",
"104/09/25","7,755,047","61,858,222","8.00","8.05","7.89","7.99","+0.14","2,065",
"104/09/30","4,207,841","33,347,987","7.90","7.98","7.89","7.96","-0.03","1,133",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

