"10505る 2515 い             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"105/05/03","5,110,276","30,130,335","6.00","6.01","5.78","5.80","-0.22","1,259",
"105/05/04","7,278,241","41,247,771","5.80","5.80","5.58","5.58","-0.22","1,767",
"105/05/05","5,436,609","29,960,239","5.59","5.62","5.41","5.60","+0.02","1,320",
"105/05/06","2,928,081","16,407,885","5.62","5.65","5.56","5.64","+0.04","675",
"105/05/09","3,615,660","20,004,518","5.63","5.64","5.48","5.48","-0.16","792",
"105/05/10","2,012,109","11,079,354","5.50","5.57","5.45","5.50","+0.02","565",
"105/05/11","2,309,249","12,685,768","5.55","5.55","5.46","5.46","-0.04","544",
"105/05/12","1,145,190","6,245,040","5.46","5.49","5.43","5.44","-0.02","333",
"105/05/13","3,759,336","20,165,415","5.44","5.49","5.30","5.32","-0.12","993",
"105/05/16","3,004,638","16,090,617","5.33","5.39","5.31","5.36","+0.04","797",
"105/05/17","2,463,878","13,225,273","5.36","5.41","5.34","5.40","+0.04","628",
"105/05/18","1,461,399","7,878,340","5.40","5.43","5.35","5.38","-0.02","519",
"105/05/19","3,836,041","20,697,996","5.40","5.42","5.37","5.40","+0.02","932",
"105/05/20","2,132,094","11,547,573","5.40","5.45","5.39","5.43","+0.03","641",
"105/05/23","5,497,322","30,306,258","5.44","5.62","5.40","5.57","+0.14","1,385",
"105/05/24","3,288,462","18,363,854","5.57","5.62","5.52","5.60","+0.03","817",
"105/05/25","3,723,068","20,926,501","5.63","5.65","5.60","5.60"," 0.00","1,084",
"105/05/26","2,522,550","14,091,827","5.57","5.62","5.57","5.57","-0.03","1,321",
"105/05/27","5,645,778","31,443,560","5.57","5.60","5.54","5.59","+0.02","1,148",
"105/05/30","3,519,865","19,812,381","5.59","5.69","5.57","5.61","+0.02","667",
"105/05/31","4,742,237","26,606,805","5.62","5.65","5.57","5.63","+0.02","1,250",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

