"10004る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"100/04/01","251,001","11,839,847","47.00","47.50","46.90","47.30","+0.30","154",
"100/04/06","367,023","17,317,035","47.35","47.60","46.90","47.05","-0.25","214",
"100/04/07","419,371","20,030,083","47.25","48.45","47.10","48.35","+1.30","269",
"100/04/08","208,100","9,931,450","48.20","48.20","47.40","47.65","-0.70","145",
"100/04/11","592,200","27,282,840","47.05","47.05","45.65","46.00","-1.65","357",
"100/04/12","253,599","11,518,234","46.00","46.00","45.05","45.25","-0.75","142",
"100/04/13","585,244","26,235,840","45.00","45.40","44.55","45.40","+0.15","296",
"100/04/14","222,241","10,111,415","45.30","46.30","45.10","46.00","+0.60","153",
"100/04/15","280,232","12,697,870","46.10","46.10","44.60","44.90","-1.10","168",
"100/04/18","203,020","9,074,697","44.60","45.20","44.50","44.50","-0.40","126",
"100/04/19","407,400","17,888,700","44.25","45.00","43.65","43.65","-0.85","223",
"100/04/20","416,618","18,290,805","43.80","44.40","43.70","43.70","+0.05","259",
"100/04/21","386,152","17,088,983","43.80","44.80","43.80","44.00","+0.30","234",
"100/04/22","558,154","25,279,074","44.30","46.10","44.00","45.40","+1.40","335",
"100/04/25","268,015","11,997,774","45.40","45.40","44.60","44.70","-0.70","161",
"100/04/26","417,365","18,872,860","44.20","45.80","44.20","45.40","+0.70","273",
"100/04/27","710,422","32,818,846","45.80","46.50","45.60","46.20","+0.80","435",
"100/04/28","827,003","37,482,685","46.00","46.00","44.90","45.60","-0.60","492",
"100/04/29","465,352","21,164,640","45.40","46.10","44.80","45.00","-0.60","279",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

