"10209る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"102/09/02","294,000","7,701,250","25.80","26.30","25.80","26.30","+0.20","157",
"102/09/03","462,500","12,224,450","26.45","26.70","26.20","26.65","+0.35","237",
"102/09/04","313,110","8,300,781","26.70","26.75","26.10","26.45","-0.20","218",
"102/09/05","878,100","23,694,740","26.55","27.40","26.50","26.90","+0.45","524",
"102/09/06","986,665","27,006,585","27.10","27.95","27.00","27.85","+0.95","539",
"102/09/09","705,500","19,186,724","27.80","27.80","26.90","27.00","-0.85","375",
"102/09/10","430,098","11,538,251","27.50","27.50","26.40","26.50","-0.50","241",
"102/09/11","189,000","4,998,400","26.70","26.70","26.10","26.60","+0.10","111",
"102/09/12","230,100","6,116,410","26.60","26.70","26.40","26.60"," 0.00","141",
"102/09/13","213,038","5,630,460","26.70","26.70","26.25","26.25","-0.35","114",
"102/09/14","188,000","4,957,600","26.35","26.55","26.30","26.30","+0.05","104",
"102/09/16","129,284","3,423,976","26.60","26.65","26.40","26.45","+0.15","84",
"102/09/17","133,115","3,525,355","26.45","26.65","26.40","26.50","+0.05","90",
"102/09/18","162,000","4,272,300","26.60","26.60","26.25","26.35","-0.15","122",
"102/09/23","242,000","6,401,600","26.55","26.55","26.40","26.50","+0.15","144",
"102/09/24","877,000","23,716,100","26.50","27.35","26.50","27.30","+0.80","510",
"102/09/25","3,242,890","91,108,013","27.50","28.70","27.40","28.60","+1.30","1,641",
"102/09/26","1,317,216","36,907,254","28.60","28.60","27.65","27.70","-0.90","708",
"102/09/27","599,000","16,503,200","27.90","27.90","27.30","27.60","-0.10","351",
"102/09/30","613,000","17,116,750","27.90","28.20","27.40","27.90","+0.30","327",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

