"10407る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"104/07/01","601,367","158,345,388","263.00","268.50","256.50","265.50","+4.50","400",
"104/07/02","435,008","117,431,647","265.50","272.00","265.50","270.00","+4.50","390",
"104/07/03","326,101","86,467,996","268.00","268.00","264.00","265.50","-4.50","300",
"104/07/06","529,660","138,501,909","262.00","268.00","259.50","261.00","-4.50","331",
"104/07/07","333,941","88,801,865","260.50","268.00","260.50","266.50","+5.50","310",
"104/07/08","675,924","176,078,392","262.00","265.50","260.00","260.00","-6.50","513",
"104/07/09","563,069","144,449,733","251.00","260.50","251.00","258.50","-1.50","462",
"104/07/13","555,432","143,844,667","255.00","264.50","255.00","260.00","+1.50","485",
"104/07/14","437,735","116,053,275","262.00","268.00","262.00","265.00","+5.00","393",
"104/07/15","425,410","113,790,671","270.00","270.00","265.00","269.00","+4.00","408",
"104/07/16","132,200","35,417,200","266.50","268.50","266.50","268.50","-0.50","132",
"104/07/17","327,006","86,460,593","268.50","268.50","263.00","265.00","-3.50","297",
"104/07/20","197,458","52,261,724","267.50","268.00","261.00","264.00","-1.00","190",
"104/07/21","274,850","72,423,300","264.00","267.00","262.50","264.50","+0.50","154",
"104/07/22","424,794","112,103,028","266.00","266.00","262.50","263.50","-1.00","191",
"104/07/23","3,819,316","993,201,028","261.50","263.50","257.00","259.50","-4.00","276",
"104/07/24","198,365","51,906,765","259.50","264.00","259.00","262.50","+3.00","165",
"104/07/27","461,967","120,912,953","263.00","265.00","260.50","260.50","-2.00","361",
"104/07/28","544,753","142,770,039","265.00","265.00","260.00","263.00","+2.50","457",
"104/07/29","346,200","90,499,700","261.00","265.00","260.00","262.50","-0.50","271",
"104/07/30","337,160","88,753,160","262.50","265.00","261.00","263.50","+1.00","320",
"104/07/31","437,372","115,464,580","263.50","266.50","260.50","266.50","+3.00","369",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

