"10302る 9921 エ             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/02/05","1,822,900","344,731,100","186.50","194.00","185.50","194.00","+2.00","1,518",
"103/02/06","988,400","191,641,500","192.00","196.00","191.00","195.00","+1.00","847",
"103/02/07","340,733","66,551,068","198.00","198.00","193.50","194.50","-0.50","307",
"103/02/10","298,566","58,717,870","197.50","198.00","194.50","195.00","+0.50","302",
"103/02/11","480,899","93,567,952","195.00","196.50","193.50","194.00","-1.00","139",
"103/02/12","831,856","165,928,344","197.00","201.50","195.50","200.00","+6.00","786",
"103/02/13","402,445","78,297,720","196.00","196.50","193.50","193.50","-6.50","394",
"103/02/14","293,081","57,456,832","194.50","197.00","194.50","196.50","+3.00","287",
"103/02/17","150,855","29,733,005","196.50","197.50","196.50","197.50","+1.00","155",
"103/02/18","176,919","34,710,624","195.50","197.50","195.00","197.00","-0.50","161",
"103/02/19","380,734","73,895,364","195.00","197.00","192.50","194.50","-2.50","356",
"103/02/20","989,932","192,634,651","194.50","199.00","192.00","197.50","+3.00","814",
"103/02/21","712,924","141,398,152","198.50","199.50","196.50","199.00","+1.50","492",
"103/02/24","767,303","153,470,297","199.00","201.50","198.50","200.00","+1.00","428",
"103/02/25","971,966","198,049,544","202.00","205.00","201.00","204.50","+4.50","764",
"103/02/26","1,007,811","210,470,688","206.00","210.00","205.00","209.00","+4.50","905",
"103/02/27","792,005","166,401,528","211.00","213.50","206.50","206.50","-2.50","640",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

