"10301る 4919 穝             らΘユ戈癟"
"ら戳","Θユ计","Θユ肂","秨絃基","程蔼基","程基","Μ絃基","害禴基畉","Θユ掸计",
"103/01/02","928,338","24,390,904","26.20","26.60","26.00","26.35","+0.55","545",
"103/01/03","665,164","17,397,414","26.30","26.35","26.05","26.20","-0.15","359",
"103/01/06","744,047","19,412,222","26.20","26.35","25.90","26.05","-0.15","367",
"103/01/07","2,259,670","60,780,040","26.05","27.45","26.05","27.30","+1.25","1,122",
"103/01/08","3,126,728","86,547,596","27.30","28.25","26.90","27.40","+0.10","1,467",
"103/01/09","1,280,179","34,665,838","27.50","27.80","26.50","26.55","-0.85","694",
"103/01/10","861,404","23,118,265","26.60","27.35","26.60","26.80","+0.25","441",
"103/01/13","802,526","21,316,681","27.00","27.20","26.30","26.30","-0.50","462",
"103/01/14","590,035","15,416,513","26.20","26.65","26.00","26.10","-0.20","342",
"103/01/15","467,248","12,306,684","26.15","26.55","26.15","26.30","+0.20","276",
"103/01/16","1,048,636","28,179,411","26.50","27.15","26.45","26.90","+0.60","505",
"103/01/17","419,020","11,220,636","27.10","27.10","26.60","26.85","-0.05","242",
"103/01/20","3,775,175","106,312,368","26.95","28.70","26.95","28.70","+1.85","1,610",
"103/01/21","2,275,485","64,571,901","28.90","28.90","28.05","28.05","-0.65","1,139",
"103/01/22","1,956,200","55,790,160","28.30","28.75","28.05","28.25","+0.20","905",
"103/01/23","1,214,240","34,079,970","28.50","28.50","27.75","27.75","-0.50","588",
"103/01/24","1,723,600","47,311,168","27.70","28.30","26.90","27.20","-0.55","892",
"103/01/27","945,216","24,861,740","26.80","26.80","26.05","26.20","-1.00","512",
"弧:"
"才腹弧:+/-/Xボ害/禴/ぃゑ基"
"讽ら参璸戈癟箂絃﹚基筪肂ユぃ╃芥夹潦"

